Matrix Size,CPUs,Function,Implementation,MPI Implementation,Execution Time, Execution Time (no msg)
16,8,SYMMETRY,MPI,REDUCE,0.001166582,0.000000238
16,8,TRANSPOSITION,MPI,SCATTER,0.000093222,0.000000000
16,8,SYMMETRY,MPI,REDUCE,0.000020981,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000013828,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000015259,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000192165,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000016212,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000009775,0.000000000
16,8,SYMMETRY,MPI,REDUCE,0.000012875,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000009298,0.000000000
16,8,TRANSPOSITION,MPI,SCATTER,0.000007629,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007868,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000009298,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000008583,0.000000954
16,8,TRANSPOSITION,MPI,SCATTER,0.000010490,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007629,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000008345,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000008345,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000008583,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000010729,0.000000954
32,8,SYMMETRY,MPI,REDUCE,0.000029325,0.000000477
32,8,TRANSPOSITION,MPI,SCATTER,0.000026464,0.000000477
32,8,SYMMETRY,MPI,REDUCE,0.000021935,0.000000954
32,8,TRANSPOSITION,MPI,SCATTER,0.000010967,0.000000477
32,8,SYMMETRY,MPI,REDUCE,0.000018358,0.000000477
32,8,TRANSPOSITION,MPI,SCATTER,0.000011921,0.000000477
32,8,SYMMETRY,MPI,REDUCE,0.000019550,0.000000715
32,8,TRANSPOSITION,MPI,SCATTER,0.000011206,0.000000477
32,8,SYMMETRY,MPI,REDUCE,0.000019312,0.000000477
32,8,TRANSPOSITION,MPI,SCATTER,0.000011921,0.000000238
32,8,TRANSPOSITION,MPI,SCATTER,0.000010729,0.000000238
32,8,TRANSPOSITION,MPI,BROADCAST,0.000014067,0.000001192
32,8,TRANSPOSITION,MPI,SCATTER,0.000010967,0.000000238
32,8,TRANSPOSITION,MPI,BROADCAST,0.000013351,0.000000715
32,8,TRANSPOSITION,MPI,SCATTER,0.000010490,0.000000477
32,8,TRANSPOSITION,MPI,BROADCAST,0.000013828,0.000000477
32,8,TRANSPOSITION,MPI,SCATTER,0.000012398,0.000000477
32,8,TRANSPOSITION,MPI,BROADCAST,0.000014782,0.000000954
32,8,TRANSPOSITION,MPI,SCATTER,0.000011683,0.000000477
32,8,TRANSPOSITION,MPI,BROADCAST,0.000013113,0.000000477
64,8,SYMMETRY,MPI,REDUCE,0.000076056,0.000001669
64,8,TRANSPOSITION,MPI,SCATTER,0.000047445,0.000001192
