Matrix Size,CPUs/Threads,Function,Implementation,Execution Time
16,1,SYMMETRY,SEQUENTIAL,0.000002392
16,1,TRANSPOSITION,SEQUENTIAL,0.000002734
16,1,SYMMETRY,SEQUENTIAL,0.000001833
16,1,TRANSPOSITION,SEQUENTIAL,0.000002325
16,1,SYMMETRY,SEQUENTIAL,0.000001557
16,1,TRANSPOSITION,SEQUENTIAL,0.000002265
16,1,SYMMETRY,SEQUENTIAL,0.000000417
16,1,TRANSPOSITION,SEQUENTIAL,0.000000648
16,1,SYMMETRY,SEQUENTIAL,0.000000380
16,1,TRANSPOSITION,SEQUENTIAL,0.000000581
16,1,TRANSPOSITION,SEQUENTIAL,0.000000626
16,1,TRANSPOSITION,SEQUENTIAL,0.000000589
16,1,TRANSPOSITION,SEQUENTIAL,0.000000603
16,1,TRANSPOSITION,SEQUENTIAL,0.000000596
16,1,TRANSPOSITION,SEQUENTIAL,0.000000581
32,1,SYMMETRY,SEQUENTIAL,0.000001565
32,1,TRANSPOSITION,SEQUENTIAL,0.000002213
32,1,SYMMETRY,SEQUENTIAL,0.000001557
32,1,TRANSPOSITION,SEQUENTIAL,0.000002153
32,1,SYMMETRY,SEQUENTIAL,0.000001512
32,1,TRANSPOSITION,SEQUENTIAL,0.000002190
32,1,SYMMETRY,SEQUENTIAL,0.000001520
32,1,TRANSPOSITION,SEQUENTIAL,0.000002153
32,1,SYMMETRY,SEQUENTIAL,0.000001527
32,1,TRANSPOSITION,SEQUENTIAL,0.000002183
32,1,TRANSPOSITION,SEQUENTIAL,0.000002190
32,1,TRANSPOSITION,SEQUENTIAL,0.000002190
32,1,TRANSPOSITION,SEQUENTIAL,0.000002183
32,1,TRANSPOSITION,SEQUENTIAL,0.000002183
32,1,TRANSPOSITION,SEQUENTIAL,0.000002205
64,1,SYMMETRY,SEQUENTIAL,0.000005700
64,1,TRANSPOSITION,SEQUENTIAL,0.000011742
64,1,SYMMETRY,SEQUENTIAL,0.000005722
64,1,TRANSPOSITION,SEQUENTIAL,0.000008531
64,1,SYMMETRY,SEQUENTIAL,0.000005722
64,1,TRANSPOSITION,SEQUENTIAL,0.000008538
64,1,SYMMETRY,SEQUENTIAL,0.000005700
64,1,TRANSPOSITION,SEQUENTIAL,0.000008471
64,1,SYMMETRY,SEQUENTIAL,0.000005744
64,1,TRANSPOSITION,SEQUENTIAL,0.000008494
64,1,TRANSPOSITION,SEQUENTIAL,0.000008486
64,1,TRANSPOSITION,SEQUENTIAL,0.000008449
64,1,TRANSPOSITION,SEQUENTIAL,0.000008523
64,1,TRANSPOSITION,SEQUENTIAL,0.000008486
64,1,TRANSPOSITION,SEQUENTIAL,0.000008531
128,1,SYMMETRY,SEQUENTIAL,0.000022657
128,1,TRANSPOSITION,SEQUENTIAL,0.000052579
128,1,SYMMETRY,SEQUENTIAL,0.000022657
128,1,TRANSPOSITION,SEQUENTIAL,0.000035666
128,1,SYMMETRY,SEQUENTIAL,0.000022590
128,1,TRANSPOSITION,SEQUENTIAL,0.000035442
128,1,SYMMETRY,SEQUENTIAL,0.000024162
128,1,TRANSPOSITION,SEQUENTIAL,0.000035584
128,1,SYMMETRY,SEQUENTIAL,0.000022620
128,1,TRANSPOSITION,SEQUENTIAL,0.000035629
128,1,TRANSPOSITION,SEQUENTIAL,0.000035651
128,1,TRANSPOSITION,SEQUENTIAL,0.000035629
128,1,TRANSPOSITION,SEQUENTIAL,0.000035666
128,1,TRANSPOSITION,SEQUENTIAL,0.000035629
128,1,TRANSPOSITION,SEQUENTIAL,0.000037245
256,1,SYMMETRY,SEQUENTIAL,0.000089474
256,1,TRANSPOSITION,SEQUENTIAL,0.000441961
256,1,SYMMETRY,SEQUENTIAL,0.000089303
256,1,TRANSPOSITION,SEQUENTIAL,0.000346765
256,1,SYMMETRY,SEQUENTIAL,0.000089236
256,1,TRANSPOSITION,SEQUENTIAL,0.000314578
256,1,SYMMETRY,SEQUENTIAL,0.000089191
256,1,TRANSPOSITION,SEQUENTIAL,0.000345379
256,1,SYMMETRY,SEQUENTIAL,0.000089087
256,1,TRANSPOSITION,SEQUENTIAL,0.000348084
256,1,TRANSPOSITION,SEQUENTIAL,0.000315689
256,1,TRANSPOSITION,SEQUENTIAL,0.000313506
