Matrix Size,Threads,Function,Implementation,Execution Time
16,8,SYMMETRY,OMP,0.000417568
16,8,TRANSPOSITION,OMP,0.000010915
16,8,SYMMETRY,OMP,0.000009954
16,8,TRANSPOSITION,OMP,0.000011005
16,8,SYMMETRY,OMP,0.000009634
16,8,TRANSPOSITION,OMP,0.000010140
16,8,SYMMETRY,OMP,0.000010565
16,8,TRANSPOSITION,OMP,0.000010684
16,8,SYMMETRY,OMP,0.000010408
16,8,TRANSPOSITION,OMP,0.000008829
16,8,TRANSPOSITION,OMP,0.000010587
16,8,TRANSPOSITION,OMP,0.000009745
16,8,TRANSPOSITION,OMP,0.000010781
16,8,TRANSPOSITION,OMP,0.000009865
16,8,TRANSPOSITION,OMP,0.000010155
32,8,SYMMETRY,OMP,0.000010841
32,8,TRANSPOSITION,OMP,0.000027038
32,8,SYMMETRY,OMP,0.000013351
32,8,TRANSPOSITION,OMP,0.000024915
32,8,SYMMETRY,OMP,0.000014298
32,8,TRANSPOSITION,OMP,0.000023626
32,8,SYMMETRY,OMP,0.000013731
32,8,TRANSPOSITION,OMP,0.000023931
32,8,SYMMETRY,OMP,0.000015378
32,8,TRANSPOSITION,OMP,0.000024475
32,8,TRANSPOSITION,OMP,0.000024162
32,8,TRANSPOSITION,OMP,0.000021771
32,8,TRANSPOSITION,OMP,0.000028029
32,8,TRANSPOSITION,OMP,0.000020519
32,8,TRANSPOSITION,OMP,0.000023626
64,8,SYMMETRY,OMP,0.000023782
64,8,TRANSPOSITION,OMP,0.000104666
64,8,SYMMETRY,OMP,0.000024192
64,8,TRANSPOSITION,OMP,0.000116237
64,8,SYMMETRY,OMP,0.000024326
64,8,TRANSPOSITION,OMP,0.000120975
64,8,SYMMETRY,OMP,0.000030443
64,8,TRANSPOSITION,OMP,0.000115730
64,8,SYMMETRY,OMP,0.000021942
64,8,TRANSPOSITION,OMP,0.000108682
64,8,TRANSPOSITION,OMP,0.000108160
64,8,TRANSPOSITION,OMP,0.000114113
64,8,TRANSPOSITION,OMP,0.000101708
64,8,TRANSPOSITION,OMP,0.000111870
64,8,TRANSPOSITION,OMP,0.000114121
128,8,SYMMETRY,OMP,0.000047050
128,8,TRANSPOSITION,OMP,0.000283368
128,8,SYMMETRY,OMP,0.000045225
128,8,TRANSPOSITION,OMP,0.000305936
128,8,SYMMETRY,OMP,0.000042878
128,8,TRANSPOSITION,OMP,0.000315830
128,8,SYMMETRY,OMP,0.000044256
128,8,TRANSPOSITION,OMP,0.000328690
128,8,SYMMETRY,OMP,0.000045061
128,8,TRANSPOSITION,OMP,0.000367358
128,8,TRANSPOSITION,OMP,0.000292063
128,8,TRANSPOSITION,OMP,0.000347041
128,8,TRANSPOSITION,OMP,0.000307322
128,8,TRANSPOSITION,OMP,0.000290297
128,8,TRANSPOSITION,OMP,0.000325888
256,8,SYMMETRY,OMP,0.000107914
256,8,TRANSPOSITION,OMP,0.000237517
256,8,SYMMETRY,OMP,0.000100583
256,8,TRANSPOSITION,OMP,0.000350915
256,8,SYMMETRY,OMP,0.000106625
256,8,TRANSPOSITION,OMP,0.000227220
256,8,SYMMETRY,OMP,0.000100031
256,8,TRANSPOSITION,OMP,0.000210904
256,8,SYMMETRY,OMP,0.000099435
256,8,TRANSPOSITION,OMP,0.000221796
256,8,TRANSPOSITION,OMP,0.000219546
256,8,TRANSPOSITION,OMP,0.000211075
256,8,TRANSPOSITION,OMP,0.000213839
256,8,TRANSPOSITION,OMP,0.000211947
256,8,TRANSPOSITION,OMP,0.000192553
512,8,SYMMETRY,OMP,0.000364237
512,8,TRANSPOSITION,OMP,0.000509962
512,8,SYMMETRY,OMP,0.000327259
512,8,TRANSPOSITION,OMP,0.000512555
512,8,SYMMETRY,OMP,0.000357173
512,8,TRANSPOSITION,OMP,0.000513159
512,8,SYMMETRY,OMP,0.000322029
512,8,TRANSPOSITION,OMP,0.000511035
512,8,SYMMETRY,OMP,0.000332385
512,8,TRANSPOSITION,OMP,0.000509441
512,8,TRANSPOSITION,OMP,0.000631064
512,8,TRANSPOSITION,OMP,0.000627756
512,8,TRANSPOSITION,OMP,0.000624724
512,8,TRANSPOSITION,OMP,0.000607818
512,8,TRANSPOSITION,OMP,0.000610776
1024,8,SYMMETRY,OMP,0.001110494
1024,8,TRANSPOSITION,OMP,0.002785556
1024,8,SYMMETRY,OMP,0.001005992
1024,8,TRANSPOSITION,OMP,0.002711996
1024,8,SYMMETRY,OMP,0.000983663
1024,8,TRANSPOSITION,OMP,0.002674319
1024,8,SYMMETRY,OMP,0.001010656
1024,8,TRANSPOSITION,OMP,0.002683856
1024,8,SYMMETRY,OMP,0.000961907
1024,8,TRANSPOSITION,OMP,0.002675705
1024,8,TRANSPOSITION,OMP,0.002832808
1024,8,TRANSPOSITION,OMP,0.002781197
1024,8,TRANSPOSITION,OMP,0.002796240
1024,8,TRANSPOSITION,OMP,0.002784207
1024,8,TRANSPOSITION,OMP,0.002823256
2048,8,SYMMETRY,OMP,0.017616414
2048,8,TRANSPOSITION,OMP,0.029226676
2048,8,SYMMETRY,OMP,0.012706742
2048,8,TRANSPOSITION,OMP,0.025795393
2048,8,SYMMETRY,OMP,0.014098614
2048,8,TRANSPOSITION,OMP,0.035332657
2048,8,SYMMETRY,OMP,0.017352000
2048,8,TRANSPOSITION,OMP,0.039187551
2048,8,SYMMETRY,OMP,0.013296962
2048,8,TRANSPOSITION,OMP,0.035194881
2048,8,TRANSPOSITION,OMP,0.015202940
2048,8,TRANSPOSITION,OMP,0.028361566
2048,8,TRANSPOSITION,OMP,0.021556191
2048,8,TRANSPOSITION,OMP,0.015048467
2048,8,TRANSPOSITION,OMP,0.019258045
4096,8,SYMMETRY,OMP,0.076940760
4096,8,TRANSPOSITION,OMP,0.082435988
4096,8,SYMMETRY,OMP,0.062594190
4096,8,TRANSPOSITION,OMP,0.115632810
4096,8,SYMMETRY,OMP,0.062744118
4096,8,TRANSPOSITION,OMP,0.094340749
4096,8,SYMMETRY,OMP,0.062294394
4096,8,TRANSPOSITION,OMP,0.097679302
4096,8,SYMMETRY,OMP,0.061553583
4096,8,TRANSPOSITION,OMP,0.096201316
4096,8,TRANSPOSITION,OMP,0.096619993
4096,8,TRANSPOSITION,OMP,0.156635322
4096,8,TRANSPOSITION,OMP,0.099757537
4096,8,TRANSPOSITION,OMP,0.096795432
4096,8,TRANSPOSITION,OMP,0.089874342
16,8,SYMMETRY,OMP,0.000136599
16,8,TRANSPOSITION,OMP,0.000010699
16,8,SYMMETRY,OMP,0.000010006
16,8,TRANSPOSITION,OMP,0.000011116
16,8,SYMMETRY,OMP,0.000006959
16,8,TRANSPOSITION,OMP,0.000009015
16,8,SYMMETRY,OMP,0.000011124
16,8,TRANSPOSITION,OMP,0.000012331
16,8,SYMMETRY,OMP,0.000012025
16,8,TRANSPOSITION,OMP,0.000012614
16,8,TRANSPOSITION,OMP,0.000010781
16,8,TRANSPOSITION,OMP,0.000009768
16,8,TRANSPOSITION,OMP,0.000009544
16,8,TRANSPOSITION,OMP,0.000009283
16,8,TRANSPOSITION,OMP,0.000009626
32,8,SYMMETRY,OMP,0.000014856
32,8,TRANSPOSITION,OMP,0.000024594
32,8,SYMMETRY,OMP,0.000015296
32,8,TRANSPOSITION,OMP,0.000021532
32,8,SYMMETRY,OMP,0.000015058
32,8,TRANSPOSITION,OMP,0.000020474
32,8,SYMMETRY,OMP,0.000015378
32,8,TRANSPOSITION,OMP,0.000022173
32,8,SYMMETRY,OMP,0.000014678
32,8,TRANSPOSITION,OMP,0.000021122
32,8,TRANSPOSITION,OMP,0.000025749
32,8,TRANSPOSITION,OMP,0.000022732
32,8,TRANSPOSITION,OMP,0.000022754
32,8,TRANSPOSITION,OMP,0.000023000
32,8,TRANSPOSITION,OMP,0.000021577
64,8,SYMMETRY,OMP,0.000023730
64,8,TRANSPOSITION,OMP,0.000110939
64,8,SYMMETRY,OMP,0.000024647
64,8,TRANSPOSITION,OMP,0.000108786
64,8,SYMMETRY,OMP,0.000026047
64,8,TRANSPOSITION,OMP,0.000109665
64,8,SYMMETRY,OMP,0.000024691
64,8,TRANSPOSITION,OMP,0.000111975
64,8,SYMMETRY,OMP,0.000024706
64,8,TRANSPOSITION,OMP,0.000109725
64,8,TRANSPOSITION,OMP,0.000108622
64,8,TRANSPOSITION,OMP,0.000124894
64,8,TRANSPOSITION,OMP,0.000116125
64,8,TRANSPOSITION,OMP,0.000113793
64,8,TRANSPOSITION,OMP,0.000113465
128,8,SYMMETRY,OMP,0.000046790
128,8,TRANSPOSITION,OMP,0.000419207
128,8,SYMMETRY,OMP,0.000041552
128,8,TRANSPOSITION,OMP,0.000378698
128,8,SYMMETRY,OMP,0.000042975
128,8,TRANSPOSITION,OMP,0.000386946
128,8,SYMMETRY,OMP,0.000043653
128,8,TRANSPOSITION,OMP,0.000386499
128,8,SYMMETRY,OMP,0.000043176
128,8,TRANSPOSITION,OMP,0.000373617
128,8,TRANSPOSITION,OMP,0.000350319
128,8,TRANSPOSITION,OMP,0.000404201
128,8,TRANSPOSITION,OMP,0.000380039
128,8,TRANSPOSITION,OMP,0.000388488
128,8,TRANSPOSITION,OMP,0.000340953
256,8,SYMMETRY,OMP,0.000116184
256,8,TRANSPOSITION,OMP,0.000202969
256,8,SYMMETRY,OMP,0.000099242
256,8,TRANSPOSITION,OMP,0.000187851
256,8,SYMMETRY,OMP,0.000100255
256,8,TRANSPOSITION,OMP,0.000188500
256,8,SYMMETRY,OMP,0.000100546
256,8,TRANSPOSITION,OMP,0.000177614
256,8,SYMMETRY,OMP,0.000098720
256,8,TRANSPOSITION,OMP,0.000194371
256,8,TRANSPOSITION,OMP,0.000191212
256,8,TRANSPOSITION,OMP,0.000176191
256,8,TRANSPOSITION,OMP,0.000160798
256,8,TRANSPOSITION,OMP,0.000180580
256,8,TRANSPOSITION,OMP,0.000193596
512,8,SYMMETRY,OMP,0.000365838
512,8,TRANSPOSITION,OMP,0.000443950
512,8,SYMMETRY,OMP,0.000366889
512,8,TRANSPOSITION,OMP,0.000442363
512,8,SYMMETRY,OMP,0.000335261
512,8,TRANSPOSITION,OMP,0.000442021
512,8,SYMMETRY,OMP,0.000333309
512,8,TRANSPOSITION,OMP,0.000449561
512,8,SYMMETRY,OMP,0.000349954
512,8,TRANSPOSITION,OMP,0.000445865
512,8,TRANSPOSITION,OMP,0.000555292
512,8,TRANSPOSITION,OMP,0.000548869
512,8,TRANSPOSITION,OMP,0.000557825
512,8,TRANSPOSITION,OMP,0.000574283
512,8,TRANSPOSITION,OMP,0.000568733
1024,8,SYMMETRY,OMP,0.001082152
1024,8,TRANSPOSITION,OMP,0.003064990
1024,8,SYMMETRY,OMP,0.001046926
1024,8,TRANSPOSITION,OMP,0.002927519
1024,8,SYMMETRY,OMP,0.000991270
1024,8,TRANSPOSITION,OMP,0.002908893
1024,8,SYMMETRY,OMP,0.000998743
1024,8,TRANSPOSITION,OMP,0.002852030
1024,8,SYMMETRY,OMP,0.001024038
1024,8,TRANSPOSITION,OMP,0.002875164
1024,8,TRANSPOSITION,OMP,0.003032014
1024,8,TRANSPOSITION,OMP,0.002911396
1024,8,TRANSPOSITION,OMP,0.002921931
1024,8,TRANSPOSITION,OMP,0.002900355
1024,8,TRANSPOSITION,OMP,0.002914213
2048,8,SYMMETRY,OMP,0.012055181
2048,8,TRANSPOSITION,OMP,0.027992882
2048,8,SYMMETRY,OMP,0.011699989
2048,8,TRANSPOSITION,OMP,0.024866581
2048,8,SYMMETRY,OMP,0.011545688
2048,8,TRANSPOSITION,OMP,0.013163812
2048,8,SYMMETRY,OMP,0.011548482
2048,8,TRANSPOSITION,OMP,0.027224921
2048,8,SYMMETRY,OMP,0.011494674
2048,8,TRANSPOSITION,OMP,0.014503285
2048,8,TRANSPOSITION,OMP,0.014816500
2048,8,TRANSPOSITION,OMP,0.015990146
2048,8,TRANSPOSITION,OMP,0.014759257
2048,8,TRANSPOSITION,OMP,0.029947288
2048,8,TRANSPOSITION,OMP,0.019740038
4096,8,SYMMETRY,OMP,0.063276313
4096,8,TRANSPOSITION,OMP,0.258791432
4096,8,SYMMETRY,OMP,0.062103368
4096,8,TRANSPOSITION,OMP,0.239781320
4096,8,SYMMETRY,OMP,0.062541611
4096,8,TRANSPOSITION,OMP,0.213471904
4096,8,SYMMETRY,OMP,0.063218586
4096,8,TRANSPOSITION,OMP,0.260209695
4096,8,SYMMETRY,OMP,0.063165464
4096,8,TRANSPOSITION,OMP,0.312540203
4096,8,TRANSPOSITION,OMP,0.171898313
4096,8,TRANSPOSITION,OMP,0.282121934
4096,8,TRANSPOSITION,OMP,0.250855349
4096,8,TRANSPOSITION,OMP,0.261082351
4096,8,TRANSPOSITION,OMP,0.317699246
16,8,SYMMETRY,OMP,0.000137828
16,8,TRANSPOSITION,OMP,0.000010423
16,8,SYMMETRY,OMP,0.000009969
16,8,TRANSPOSITION,OMP,0.000010885
16,8,SYMMETRY,OMP,0.000009231
16,8,TRANSPOSITION,OMP,0.000010587
16,8,SYMMETRY,OMP,0.000009440
16,8,TRANSPOSITION,OMP,0.000009678
16,8,SYMMETRY,OMP,0.000010625
16,8,TRANSPOSITION,OMP,0.000009894
16,8,TRANSPOSITION,OMP,0.000010028
16,8,TRANSPOSITION,OMP,0.000009596
16,8,TRANSPOSITION,OMP,0.000011317
16,8,TRANSPOSITION,OMP,0.000010416
16,8,TRANSPOSITION,OMP,0.000010565
32,8,SYMMETRY,OMP,0.000013612
32,8,TRANSPOSITION,OMP,0.000021987
32,8,SYMMETRY,OMP,0.000014290
32,8,TRANSPOSITION,OMP,0.000023283
32,8,SYMMETRY,OMP,0.000012733
32,8,TRANSPOSITION,OMP,0.000023343
32,8,SYMMETRY,OMP,0.000014789
32,8,TRANSPOSITION,OMP,0.000023425
32,8,SYMMETRY,OMP,0.000015728
32,8,TRANSPOSITION,OMP,0.000021979
32,8,TRANSPOSITION,OMP,0.000020914
32,8,TRANSPOSITION,OMP,0.000022352
32,8,TRANSPOSITION,OMP,0.000020988
32,8,TRANSPOSITION,OMP,0.000022933
32,8,TRANSPOSITION,OMP,0.000026643
64,8,SYMMETRY,OMP,0.000024177
64,8,TRANSPOSITION,OMP,0.000115618
64,8,SYMMETRY,OMP,0.000023238
64,8,TRANSPOSITION,OMP,0.000108466
64,8,SYMMETRY,OMP,0.000024721
64,8,TRANSPOSITION,OMP,0.000110872
64,8,SYMMETRY,OMP,0.000024036
64,8,TRANSPOSITION,OMP,0.000114299
64,8,SYMMETRY,OMP,0.000023194
64,8,TRANSPOSITION,OMP,0.000116624
64,8,TRANSPOSITION,OMP,0.000108019
64,8,TRANSPOSITION,OMP,0.000107959
64,8,TRANSPOSITION,OMP,0.000106767
64,8,TRANSPOSITION,OMP,0.000115201
64,8,TRANSPOSITION,OMP,0.000112258
128,8,SYMMETRY,OMP,0.000047982
128,8,TRANSPOSITION,OMP,0.000357866
128,8,SYMMETRY,OMP,0.000045128
128,8,TRANSPOSITION,OMP,0.000401735
128,8,SYMMETRY,OMP,0.000041910
128,8,TRANSPOSITION,OMP,0.000256881
128,8,SYMMETRY,OMP,0.000043795
128,8,TRANSPOSITION,OMP,0.000372455
128,8,SYMMETRY,OMP,0.000042237
128,8,TRANSPOSITION,OMP,0.000300467
128,8,TRANSPOSITION,OMP,0.000393488
128,8,TRANSPOSITION,OMP,0.000367843
128,8,TRANSPOSITION,OMP,0.000384949
128,8,TRANSPOSITION,OMP,0.000294834
128,8,TRANSPOSITION,OMP,0.000338063
256,8,SYMMETRY,OMP,0.000103824
256,8,TRANSPOSITION,OMP,0.000161737
256,8,SYMMETRY,OMP,0.000100315
256,8,TRANSPOSITION,OMP,0.000188947
256,8,SYMMETRY,OMP,0.000097170
256,8,TRANSPOSITION,OMP,0.000191748
256,8,SYMMETRY,OMP,0.000099510
256,8,TRANSPOSITION,OMP,0.000187099
256,8,SYMMETRY,OMP,0.000098668
256,8,TRANSPOSITION,OMP,0.000200413
256,8,TRANSPOSITION,OMP,0.000188634
256,8,TRANSPOSITION,OMP,0.000178307
256,8,TRANSPOSITION,OMP,0.000180021
256,8,TRANSPOSITION,OMP,0.000185952
256,8,TRANSPOSITION,OMP,0.000195183
512,8,SYMMETRY,OMP,0.000353083
512,8,TRANSPOSITION,OMP,0.000532381
512,8,SYMMETRY,OMP,0.000332959
512,8,TRANSPOSITION,OMP,0.000500046
512,8,SYMMETRY,OMP,0.000338793
512,8,TRANSPOSITION,OMP,0.000494599
512,8,SYMMETRY,OMP,0.000354022
512,8,TRANSPOSITION,OMP,0.000500649
512,8,SYMMETRY,OMP,0.000360854
512,8,TRANSPOSITION,OMP,0.000499159
512,8,TRANSPOSITION,OMP,0.000639737
512,8,TRANSPOSITION,OMP,0.000610411
512,8,TRANSPOSITION,OMP,0.000610448
512,8,TRANSPOSITION,OMP,0.000626341
512,8,TRANSPOSITION,OMP,0.000610620
1024,8,SYMMETRY,OMP,0.001092061
1024,8,TRANSPOSITION,OMP,0.003973253
1024,8,SYMMETRY,OMP,0.001039900
1024,8,TRANSPOSITION,OMP,0.003599122
1024,8,SYMMETRY,OMP,0.001027621
1024,8,TRANSPOSITION,OMP,0.003331184
1024,8,SYMMETRY,OMP,0.001026653
1024,8,TRANSPOSITION,OMP,0.003289685
1024,8,SYMMETRY,OMP,0.001021288
1024,8,TRANSPOSITION,OMP,0.003259733
1024,8,TRANSPOSITION,OMP,0.002902716
1024,8,TRANSPOSITION,OMP,0.002889022
1024,8,TRANSPOSITION,OMP,0.002876773
1024,8,TRANSPOSITION,OMP,0.002878405
1024,8,TRANSPOSITION,OMP,0.002912350
2048,8,SYMMETRY,OMP,0.013146400
2048,8,TRANSPOSITION,OMP,0.027468130
2048,8,SYMMETRY,OMP,0.013221093
2048,8,TRANSPOSITION,OMP,0.028267145
2048,8,SYMMETRY,OMP,0.012888968
2048,8,TRANSPOSITION,OMP,0.028564677
2048,8,SYMMETRY,OMP,0.012902118
2048,8,TRANSPOSITION,OMP,0.026310608
2048,8,SYMMETRY,OMP,0.012982167
2048,8,TRANSPOSITION,OMP,0.014797479
2048,8,TRANSPOSITION,OMP,0.017981924
2048,8,TRANSPOSITION,OMP,0.018577836
2048,8,TRANSPOSITION,OMP,0.023982458
2048,8,TRANSPOSITION,OMP,0.020365164
2048,8,TRANSPOSITION,OMP,0.028940193
4096,8,SYMMETRY,OMP,0.062457792
4096,8,TRANSPOSITION,OMP,0.107135594
4096,8,SYMMETRY,OMP,0.063130863
4096,8,TRANSPOSITION,OMP,0.178413905
4096,8,SYMMETRY,OMP,0.061649635
4096,8,TRANSPOSITION,OMP,0.091992788
4096,8,SYMMETRY,OMP,0.063227415
4096,8,TRANSPOSITION,OMP,0.176580198
4096,8,SYMMETRY,OMP,0.063370474
4096,8,TRANSPOSITION,OMP,0.157127492
4096,8,TRANSPOSITION,OMP,0.198678285
4096,8,TRANSPOSITION,OMP,0.152525611
4096,8,TRANSPOSITION,OMP,0.147967495
4096,8,TRANSPOSITION,OMP,0.166694351
4096,8,TRANSPOSITION,OMP,0.138828255
16,8,SYMMETRY,OMP,0.000140503
16,8,TRANSPOSITION,OMP,0.000022076
16,8,SYMMETRY,OMP,0.000010543
16,8,TRANSPOSITION,OMP,0.000010192
16,8,SYMMETRY,OMP,0.000011392
16,8,TRANSPOSITION,OMP,0.000008583
16,8,SYMMETRY,OMP,0.000009842
16,8,TRANSPOSITION,OMP,0.000009522
16,8,SYMMETRY,OMP,0.000009879
16,8,TRANSPOSITION,OMP,0.000011817
16,8,TRANSPOSITION,OMP,0.000009783
16,8,TRANSPOSITION,OMP,0.000008248
16,8,TRANSPOSITION,OMP,0.000010356
16,8,TRANSPOSITION,OMP,0.000011012
16,8,TRANSPOSITION,OMP,0.000011355
32,8,SYMMETRY,OMP,0.000013500
32,8,TRANSPOSITION,OMP,0.000023700
32,8,SYMMETRY,OMP,0.000017136
32,8,TRANSPOSITION,OMP,0.000022121
32,8,SYMMETRY,OMP,0.000016510
32,8,TRANSPOSITION,OMP,0.000021853
32,8,SYMMETRY,OMP,0.000016503
32,8,TRANSPOSITION,OMP,0.000020877
32,8,SYMMETRY,OMP,0.000017390
32,8,TRANSPOSITION,OMP,0.000026599
32,8,TRANSPOSITION,OMP,0.000020839
32,8,TRANSPOSITION,OMP,0.000024378
32,8,TRANSPOSITION,OMP,0.000021264
32,8,TRANSPOSITION,OMP,0.000024281
32,8,TRANSPOSITION,OMP,0.000023313
64,8,SYMMETRY,OMP,0.000022352
64,8,TRANSPOSITION,OMP,0.000110120
64,8,SYMMETRY,OMP,0.000025921
64,8,TRANSPOSITION,OMP,0.000118196
64,8,SYMMETRY,OMP,0.000024222
64,8,TRANSPOSITION,OMP,0.000105754
64,8,SYMMETRY,OMP,0.000025988
64,8,TRANSPOSITION,OMP,0.000107981
64,8,SYMMETRY,OMP,0.000024714
64,8,TRANSPOSITION,OMP,0.000121817
64,8,TRANSPOSITION,OMP,0.000122570
64,8,TRANSPOSITION,OMP,0.000115514
64,8,TRANSPOSITION,OMP,0.000113927
64,8,TRANSPOSITION,OMP,0.000104144
64,8,TRANSPOSITION,OMP,0.000117198
128,8,SYMMETRY,OMP,0.000047632
128,8,TRANSPOSITION,OMP,0.000290677
128,8,SYMMETRY,OMP,0.000045285
128,8,TRANSPOSITION,OMP,0.000326626
128,8,SYMMETRY,OMP,0.000044569
128,8,TRANSPOSITION,OMP,0.000322156
128,8,SYMMETRY,OMP,0.000042975
128,8,TRANSPOSITION,OMP,0.000322610
128,8,SYMMETRY,OMP,0.000046678
128,8,TRANSPOSITION,OMP,0.000302963
128,8,TRANSPOSITION,OMP,0.000293307
128,8,TRANSPOSITION,OMP,0.000301726
128,8,TRANSPOSITION,OMP,0.000290893
128,8,TRANSPOSITION,OMP,0.000311643
128,8,TRANSPOSITION,OMP,0.000298090
256,8,SYMMETRY,OMP,0.000107743
256,8,TRANSPOSITION,OMP,0.000176892
256,8,SYMMETRY,OMP,0.000098415
256,8,TRANSPOSITION,OMP,0.000211261
256,8,SYMMETRY,OMP,0.000097670
256,8,TRANSPOSITION,OMP,0.000197999
256,8,SYMMETRY,OMP,0.000100076
256,8,TRANSPOSITION,OMP,0.000219889
256,8,SYMMETRY,OMP,0.000108235
256,8,TRANSPOSITION,OMP,0.000193454
256,8,TRANSPOSITION,OMP,0.000193827
256,8,TRANSPOSITION,OMP,0.000200510
256,8,TRANSPOSITION,OMP,0.000185296
256,8,TRANSPOSITION,OMP,0.000195757
256,8,TRANSPOSITION,OMP,0.000203565
512,8,SYMMETRY,OMP,0.000372246
512,8,TRANSPOSITION,OMP,0.000566594
512,8,SYMMETRY,OMP,0.000359066
512,8,TRANSPOSITION,OMP,0.000512168
512,8,SYMMETRY,OMP,0.000331707
512,8,TRANSPOSITION,OMP,0.000511386
512,8,SYMMETRY,OMP,0.000363834
512,8,TRANSPOSITION,OMP,0.000498876
512,8,SYMMETRY,OMP,0.000337213
