Matrix Size,CPUs,Function,Implementation,MPI Implementation,Execution Time, Execution Time (no msg)
16,8,SYMMETRY,MPI,REDUCE,0.000103712,0.000000238
16,8,TRANSPOSITION,MPI,SCATTER,0.000066519,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000020027,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000013828,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000012398,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000195503,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000012159,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000009775,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000012875,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000011206,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000012159,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000009537,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000013351,0.000001431
16,8,TRANSPOSITION,MPI,SCATTER,0.000008821,0.000000000
16,8,SYMMETRY,MPI,REDUCE,0.000013113,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000009537,0.000000000
16,8,SYMMETRY,MPI,REDUCE,0.000020742,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000009298,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000013590,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000009298,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000012875,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000008106,0.000000000
16,8,SYMMETRY,MPI,REDUCE,0.000017643,0.000000238
16,8,TRANSPOSITION,MPI,SCATTER,0.000010490,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000016689,0.000000954
16,8,TRANSPOSITION,MPI,SCATTER,0.000009298,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000015259,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000010967,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000013351,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000010252,0.000000000
16,8,TRANSPOSITION,MPI,SCATTER,0.000009060,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000009060,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000010490,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000008345,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000009537,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000009775,0.000001192
16,8,TRANSPOSITION,MPI,SCATTER,0.000010014,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007391,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000009775,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007629,0.000000238
16,8,TRANSPOSITION,MPI,SCATTER,0.000009298,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007629,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000010252,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007868,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000009537,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000008345,0.000001192
16,8,TRANSPOSITION,MPI,SCATTER,0.000009298,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000008583,0.000000954
16,8,TRANSPOSITION,MPI,SCATTER,0.000011444,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007629,0.000000954
16,8,TRANSPOSITION,MPI,SCATTER,0.000009537,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000008821,0.000000954
16,8,TRANSPOSITION,MPI,SCATTER,0.000009775,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000009537,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000009537,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000008583,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000008583,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000008821,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000008821,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007629,0.000000477
32,8,SYMMETRY,MPI,REDUCE,0.000030518,0.000000477
32,8,TRANSPOSITION,MPI,SCATTER,0.000024557,0.000000477
32,8,SYMMETRY,MPI,REDUCE,0.000020742,0.000000715
32,8,TRANSPOSITION,MPI,SCATTER,0.000012636,0.000000238
32,8,SYMMETRY,MPI,REDUCE,0.000020266,0.000000715
