Matrix Size,CPUs,Function,Implementation,MPI Implementation,Execution Time, Execution Time (no msg)
128,96,SYMMETRY,MPI,REDUCE,0.036960602,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.001261950,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.000527382,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.000133276,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.000358582,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.000447989,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.020810366,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.000598669,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.021292686,0.000001192
128,96,TRANSPOSITION,MPI,SCATTER,0.000077724,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.004404068,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.000309229,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.020224333,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.000304222,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.000077248,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.000303030,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.004416943,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.000304699,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.019248724,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.000335217,0.000000477
256,96,SYMMETRY,MPI,REDUCE,0.003678799,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.000439882,0.000002623
256,96,SYMMETRY,MPI,REDUCE,0.002783775,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.000161648,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.000786543,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.000154495,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.019509077,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.000161409,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.000611305,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.000178099,0.000001669
256,96,TRANSPOSITION,MPI,SCATTER,0.002648830,0.000001431
256,96,TRANSPOSITION,MPI,BROADCAST,0.000689983,0.000002146
256,96,TRANSPOSITION,MPI,SCATTER,0.018229961,0.000001669
256,96,TRANSPOSITION,MPI,BROADCAST,0.000692844,0.000002146
256,96,TRANSPOSITION,MPI,SCATTER,0.000164747,0.000001669
256,96,TRANSPOSITION,MPI,BROADCAST,0.000674248,0.000002146
256,96,TRANSPOSITION,MPI,SCATTER,0.002698898,0.000001431
256,96,TRANSPOSITION,MPI,BROADCAST,0.000673532,0.000002146
256,96,TRANSPOSITION,MPI,SCATTER,0.018280029,0.000001669
256,96,TRANSPOSITION,MPI,BROADCAST,0.000684023,0.000002146
512,96,SYMMETRY,MPI,REDUCE,0.009450197,0.000019550
512,96,TRANSPOSITION,MPI,SCATTER,0.001543999,0.000008106
512,96,SYMMETRY,MPI,REDUCE,0.006876230,0.000018358
512,96,TRANSPOSITION,MPI,SCATTER,0.000649691,0.000007391
512,96,SYMMETRY,MPI,REDUCE,0.002175331,0.000018597
512,96,TRANSPOSITION,MPI,SCATTER,0.000670433,0.000008106
512,96,SYMMETRY,MPI,REDUCE,0.001707792,0.000034332
512,96,TRANSPOSITION,MPI,SCATTER,0.000636816,0.000007868
512,96,SYMMETRY,MPI,REDUCE,0.001731396,0.000018120
512,96,TRANSPOSITION,MPI,SCATTER,0.000643969,0.000007868
512,96,TRANSPOSITION,MPI,SCATTER,0.000716686,0.000008106
512,96,TRANSPOSITION,MPI,BROADCAST,0.002115726,0.000015020
512,96,TRANSPOSITION,MPI,SCATTER,0.000699997,0.000007868
512,96,TRANSPOSITION,MPI,BROADCAST,0.001944780,0.000015259
512,96,TRANSPOSITION,MPI,SCATTER,0.000688553,0.000007868
512,96,TRANSPOSITION,MPI,BROADCAST,0.001935005,0.000015020
512,96,TRANSPOSITION,MPI,SCATTER,0.007734537,0.000007868
512,96,TRANSPOSITION,MPI,BROADCAST,0.001934767,0.000015020
512,96,TRANSPOSITION,MPI,SCATTER,0.000679493,0.000007868
512,96,TRANSPOSITION,MPI,BROADCAST,0.001947880,0.000015259
1024,96,SYMMETRY,MPI,REDUCE,0.030156612,0.000096798
1024,96,TRANSPOSITION,MPI,SCATTER,0.005544662,0.000046015
1024,96,SYMMETRY,MPI,REDUCE,0.025671959,0.000093699
1024,96,TRANSPOSITION,MPI,SCATTER,0.003238201,0.000058889
1024,96,SYMMETRY,MPI,REDUCE,0.009815216,0.000114441
1024,96,TRANSPOSITION,MPI,SCATTER,0.003023386,0.000049829
1024,96,SYMMETRY,MPI,REDUCE,0.007836103,0.000102997
1024,96,TRANSPOSITION,MPI,SCATTER,0.003010750,0.000050068
1024,96,SYMMETRY,MPI,REDUCE,0.008093357,0.000116110
1024,96,TRANSPOSITION,MPI,SCATTER,0.003131628,0.000069380
1024,96,TRANSPOSITION,MPI,SCATTER,0.002746820,0.000050068
1024,96,TRANSPOSITION,MPI,BROADCAST,0.011703253,0.000127316
1024,96,TRANSPOSITION,MPI,SCATTER,0.002519846,0.000051737
1024,96,TRANSPOSITION,MPI,BROADCAST,0.009914637,0.000103951
1024,96,TRANSPOSITION,MPI,SCATTER,0.002508163,0.000052691
1024,96,TRANSPOSITION,MPI,BROADCAST,0.009223223,0.000110865
1024,96,TRANSPOSITION,MPI,SCATTER,0.002523899,0.000050783
1024,96,TRANSPOSITION,MPI,BROADCAST,0.009204626,0.000121117
1024,96,TRANSPOSITION,MPI,SCATTER,0.002579212,0.000078201
1024,96,TRANSPOSITION,MPI,BROADCAST,0.009212494,0.000101328
2048,96,SYMMETRY,MPI,REDUCE,0.045391560,0.001672745
2048,96,TRANSPOSITION,MPI,SCATTER,0.034799576,0.000448465
2048,96,SYMMETRY,MPI,REDUCE,0.041746616,0.001834631
2048,96,TRANSPOSITION,MPI,SCATTER,0.017243862,0.000432491
2048,96,SYMMETRY,MPI,REDUCE,0.033310890,0.002042770
2048,96,TRANSPOSITION,MPI,SCATTER,0.016650677,0.000430822
2048,96,SYMMETRY,MPI,REDUCE,0.036041498,0.001187325
2048,96,TRANSPOSITION,MPI,SCATTER,0.016549826,0.000473261
2048,96,SYMMETRY,MPI,REDUCE,0.096695185,0.000912428
2048,96,TRANSPOSITION,MPI,SCATTER,0.055890083,0.000445604
2048,96,TRANSPOSITION,MPI,SCATTER,0.016482830,0.000441074
2048,96,TRANSPOSITION,MPI,BROADCAST,0.044049501,0.001765251
2048,96,TRANSPOSITION,MPI,SCATTER,0.017362118,0.000443459
2048,96,TRANSPOSITION,MPI,BROADCAST,0.042964697,0.001312971
2048,96,TRANSPOSITION,MPI,SCATTER,0.018007278,0.000458241
2048,96,TRANSPOSITION,MPI,BROADCAST,0.044248343,0.001180172
2048,96,TRANSPOSITION,MPI,SCATTER,0.018130541,0.000488520
2048,96,TRANSPOSITION,MPI,BROADCAST,0.042108059,0.001446486
2048,96,TRANSPOSITION,MPI,SCATTER,0.017265081,0.000450373
2048,96,TRANSPOSITION,MPI,BROADCAST,0.040524483,0.001474857
4096,96,SYMMETRY,MPI,REDUCE,0.184350491,0.003777266
4096,96,TRANSPOSITION,MPI,SCATTER,0.103860617,0.002523661
4096,96,SYMMETRY,MPI,REDUCE,0.179698706,0.003651142
4096,96,TRANSPOSITION,MPI,SCATTER,0.097007275,0.002009869
4096,96,SYMMETRY,MPI,REDUCE,0.183304787,0.003013372
4096,96,TRANSPOSITION,MPI,SCATTER,0.096391201,0.001831532
4096,96,SYMMETRY,MPI,REDUCE,0.183554649,0.003439665
4096,96,TRANSPOSITION,MPI,SCATTER,0.095425844,0.001780748
4096,96,SYMMETRY,MPI,REDUCE,0.182739019,0.003990650
4096,96,TRANSPOSITION,MPI,SCATTER,0.095932245,0.001869678
4096,96,TRANSPOSITION,MPI,SCATTER,0.057757139,0.001963854
4096,96,TRANSPOSITION,MPI,BROADCAST,0.205926895,0.003774405
4096,96,TRANSPOSITION,MPI,SCATTER,0.057593822,0.002089739
4096,96,TRANSPOSITION,MPI,BROADCAST,0.204401731,0.003916740
4096,96,TRANSPOSITION,MPI,SCATTER,0.057361126,0.001970768
4096,96,TRANSPOSITION,MPI,BROADCAST,0.205134630,0.003868818
4096,96,TRANSPOSITION,MPI,SCATTER,0.056844234,0.001961708
4096,96,TRANSPOSITION,MPI,BROADCAST,0.203244448,0.003776312
4096,96,TRANSPOSITION,MPI,SCATTER,0.057757378,0.001991034
4096,96,TRANSPOSITION,MPI,BROADCAST,0.204738140,0.003777981
128,96,SYMMETRY,MPI,REDUCE,0.000452280,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.000135422,0.000001192
128,96,SYMMETRY,MPI,REDUCE,0.012453079,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.000090599,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.000355244,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.000084639,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.020560026,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.000098467,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.000359535,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.000084400,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.000086546,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.000345707,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.000083923,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.000360012,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.000084877,0.000000715
128,96,TRANSPOSITION,MPI,BROADCAST,0.000348568,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.000082970,0.000000715
128,96,TRANSPOSITION,MPI,BROADCAST,0.000357866,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.000088215,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.000352383,0.000000715
256,96,SYMMETRY,MPI,REDUCE,0.000739813,0.000003099
256,96,TRANSPOSITION,MPI,SCATTER,0.000173807,0.000001907
256,96,SYMMETRY,MPI,REDUCE,0.000683546,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.000171661,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.016613722,0.000003338
256,96,TRANSPOSITION,MPI,SCATTER,0.000166416,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.000678539,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.000165939,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.000661850,0.000003099
256,96,TRANSPOSITION,MPI,SCATTER,0.000175714,0.000001907
256,96,TRANSPOSITION,MPI,SCATTER,0.000196218,0.000001669
256,96,TRANSPOSITION,MPI,BROADCAST,0.000705719,0.000002384
256,96,TRANSPOSITION,MPI,SCATTER,0.021337986,0.000001669
256,96,TRANSPOSITION,MPI,BROADCAST,0.000727177,0.000002146
256,96,TRANSPOSITION,MPI,SCATTER,0.000177622,0.000001669
256,96,TRANSPOSITION,MPI,BROADCAST,0.000712872,0.000002384
