Matrix Size,CPUs,Function,Implementation,MPI Implementation,Execution Time, Execution Time (no msg)
64,64,SYMMETRY,MPI,REDUCE,0.005353928,0.000000477
64,64,TRANSPOSITION,MPI,SCATTER,0.000720978,0.000000477
64,64,SYMMETRY,MPI,REDUCE,0.000060558,0.000000477
64,64,TRANSPOSITION,MPI,SCATTER,0.000102997,0.000000238
64,64,SYMMETRY,MPI,REDUCE,0.000068426,0.000000715
64,64,TRANSPOSITION,MPI,SCATTER,0.000398874,0.000000238
64,64,SYMMETRY,MPI,REDUCE,0.000100374,0.000000715
64,64,TRANSPOSITION,MPI,SCATTER,0.000059366,0.000000477
64,64,SYMMETRY,MPI,REDUCE,0.000063419,0.000000477
64,64,TRANSPOSITION,MPI,SCATTER,0.000049353,0.000000238
64,64,TRANSPOSITION,MPI,SCATTER,0.000056744,0.000000238
64,64,TRANSPOSITION,MPI,BROADCAST,0.000061035,0.000000715
64,64,TRANSPOSITION,MPI,SCATTER,0.000046730,0.000000238
64,64,TRANSPOSITION,MPI,BROADCAST,0.000062227,0.000000477
64,64,TRANSPOSITION,MPI,SCATTER,0.000047207,0.000000477
64,64,TRANSPOSITION,MPI,BROADCAST,0.000058651,0.000000238
64,64,TRANSPOSITION,MPI,SCATTER,0.000047684,0.000000238
64,64,TRANSPOSITION,MPI,BROADCAST,0.000058889,0.000000715
64,64,TRANSPOSITION,MPI,SCATTER,0.000045776,0.000000238
64,64,TRANSPOSITION,MPI,BROADCAST,0.000059366,0.000000477
128,64,SYMMETRY,MPI,REDUCE,0.000878811,0.000001431
128,64,TRANSPOSITION,MPI,SCATTER,0.000226974,0.000000954
128,64,SYMMETRY,MPI,REDUCE,0.000320196,0.000001431
128,64,TRANSPOSITION,MPI,SCATTER,0.000117779,0.000000715
128,64,SYMMETRY,MPI,REDUCE,0.000164986,0.000001431
128,64,TRANSPOSITION,MPI,SCATTER,0.000091791,0.000000715
128,64,SYMMETRY,MPI,REDUCE,0.000176430,0.000001192
128,64,TRANSPOSITION,MPI,SCATTER,0.000087261,0.000000954
128,64,SYMMETRY,MPI,REDUCE,0.000172853,0.000001431
128,64,TRANSPOSITION,MPI,SCATTER,0.000091553,0.000000954
128,64,TRANSPOSITION,MPI,SCATTER,0.000085592,0.000000954
128,64,TRANSPOSITION,MPI,BROADCAST,0.000175238,0.000001192
128,64,TRANSPOSITION,MPI,SCATTER,0.000089884,0.000000954
128,64,TRANSPOSITION,MPI,BROADCAST,0.000181675,0.000001192
128,64,TRANSPOSITION,MPI,SCATTER,0.000090599,0.000000715
128,64,TRANSPOSITION,MPI,BROADCAST,0.000180006,0.000000954
128,64,TRANSPOSITION,MPI,SCATTER,0.000087500,0.000000715
128,64,TRANSPOSITION,MPI,BROADCAST,0.000174046,0.000000954
128,64,TRANSPOSITION,MPI,SCATTER,0.000096083,0.000000715
128,64,TRANSPOSITION,MPI,BROADCAST,0.000172377,0.000001192
256,64,SYMMETRY,MPI,REDUCE,0.001538038,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000426769,0.000002861
256,64,SYMMETRY,MPI,REDUCE,0.000666618,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000208139,0.000003099
256,64,SYMMETRY,MPI,REDUCE,0.000463724,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000198126,0.000003099
256,64,SYMMETRY,MPI,REDUCE,0.000465631,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000197172,0.000002861
256,64,SYMMETRY,MPI,REDUCE,0.000439882,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000195265,0.000003099
256,64,TRANSPOSITION,MPI,SCATTER,0.000195026,0.000003099
256,64,TRANSPOSITION,MPI,BROADCAST,0.000567436,0.000003576
256,64,TRANSPOSITION,MPI,SCATTER,0.000182390,0.000002861
256,64,TRANSPOSITION,MPI,BROADCAST,0.000514746,0.000003576
256,64,TRANSPOSITION,MPI,SCATTER,0.000176907,0.000002861
256,64,TRANSPOSITION,MPI,BROADCAST,0.000516415,0.000003576
256,64,TRANSPOSITION,MPI,SCATTER,0.000190258,0.000003099
256,64,TRANSPOSITION,MPI,BROADCAST,0.000516415,0.000003576
256,64,TRANSPOSITION,MPI,SCATTER,0.000182152,0.000003099
256,64,TRANSPOSITION,MPI,BROADCAST,0.000541687,0.000003576
512,64,SYMMETRY,MPI,REDUCE,0.007164955,0.000029087
512,64,TRANSPOSITION,MPI,SCATTER,0.001179218,0.000011921
512,64,SYMMETRY,MPI,REDUCE,0.006600618,0.000022173
512,64,TRANSPOSITION,MPI,SCATTER,0.000624180,0.000010252
