Matrix Size,CPUs/Threads,Function,Implementation,Execution Time
16,16,SYMMETRY,SEQUENTIAL,0.000001106
16,16,TRANSPOSITION,SEQUENTIAL,0.000000767
16,16,SYMMETRY,SEQUENTIAL,0.000000626
16,16,TRANSPOSITION,SEQUENTIAL,0.000000719
16,16,SYMMETRY,SEQUENTIAL,0.000000548
16,16,TRANSPOSITION,SEQUENTIAL,0.000000712
16,16,SYMMETRY,SEQUENTIAL,0.000000488
16,16,TRANSPOSITION,SEQUENTIAL,0.000000678
16,16,SYMMETRY,SEQUENTIAL,0.000000447
16,16,TRANSPOSITION,SEQUENTIAL,0.000000663
16,16,SYMMETRY,SEQUENTIAL,0.000000428
16,16,TRANSPOSITION,SEQUENTIAL,0.000000641
16,16,SYMMETRY,SEQUENTIAL,0.000000440
16,16,TRANSPOSITION,SEQUENTIAL,0.000000652
16,16,SYMMETRY,SEQUENTIAL,0.000000402
16,16,TRANSPOSITION,SEQUENTIAL,0.000000648
16,16,SYMMETRY,SEQUENTIAL,0.000000421
16,16,TRANSPOSITION,SEQUENTIAL,0.000000633
16,16,SYMMETRY,SEQUENTIAL,0.000000462
16,16,TRANSPOSITION,SEQUENTIAL,0.000000644
16,16,SYMMETRY,SEQUENTIAL,0.000000414
16,16,TRANSPOSITION,SEQUENTIAL,0.000000644
16,16,SYMMETRY,SEQUENTIAL,0.000000417
16,16,TRANSPOSITION,SEQUENTIAL,0.000000637
16,16,SYMMETRY,SEQUENTIAL,0.000000436
16,16,TRANSPOSITION,SEQUENTIAL,0.000000611
16,16,SYMMETRY,SEQUENTIAL,0.000000410
16,16,TRANSPOSITION,SEQUENTIAL,0.000000652
16,16,SYMMETRY,SEQUENTIAL,0.000000432
16,16,TRANSPOSITION,SEQUENTIAL,0.000000667
16,16,TRANSPOSITION,SEQUENTIAL,0.000000667
16,16,TRANSPOSITION,SEQUENTIAL,0.000000667
16,16,TRANSPOSITION,SEQUENTIAL,0.000000656
16,16,TRANSPOSITION,SEQUENTIAL,0.000000644
16,16,TRANSPOSITION,SEQUENTIAL,0.000000641
16,16,TRANSPOSITION,SEQUENTIAL,0.000000656
16,16,TRANSPOSITION,SEQUENTIAL,0.000000644
16,16,TRANSPOSITION,SEQUENTIAL,0.000000637
16,16,TRANSPOSITION,SEQUENTIAL,0.000000667
16,16,TRANSPOSITION,SEQUENTIAL,0.000000652
16,16,TRANSPOSITION,SEQUENTIAL,0.000000656
16,16,TRANSPOSITION,SEQUENTIAL,0.000000652
16,16,TRANSPOSITION,SEQUENTIAL,0.000000678
16,16,TRANSPOSITION,SEQUENTIAL,0.000000652
16,16,TRANSPOSITION,SEQUENTIAL,0.000000648
32,16,SYMMETRY,SEQUENTIAL,0.000001855
32,16,TRANSPOSITION,SEQUENTIAL,0.000002440
32,16,SYMMETRY,SEQUENTIAL,0.000001736
32,16,TRANSPOSITION,SEQUENTIAL,0.000002425
32,16,SYMMETRY,SEQUENTIAL,0.000001706
32,16,TRANSPOSITION,SEQUENTIAL,0.000002377
32,16,SYMMETRY,SEQUENTIAL,0.000001669
32,16,TRANSPOSITION,SEQUENTIAL,0.000002343
32,16,SYMMETRY,SEQUENTIAL,0.000001702
