Matrix Size,CPUs,Function,Implementation,MPI Implementation,Execution Time, Execution Time (no msg)
64,64,SYMMETRY,MPI,REDUCE,0.008334637,0.000000477
64,64,TRANSPOSITION,MPI,SCATTER,0.000656843,0.000000238
64,64,SYMMETRY,MPI,REDUCE,0.000065088,0.000000477
64,64,TRANSPOSITION,MPI,SCATTER,0.000083923,0.000000477
64,64,SYMMETRY,MPI,REDUCE,0.000060081,0.000000954
64,64,TRANSPOSITION,MPI,SCATTER,0.000321150,0.000000238
64,64,SYMMETRY,MPI,REDUCE,0.000075817,0.000000477
64,64,TRANSPOSITION,MPI,SCATTER,0.000049829,0.000000238
64,64,SYMMETRY,MPI,REDUCE,0.000072241,0.000000477
64,64,TRANSPOSITION,MPI,SCATTER,0.000049114,0.000000238
64,64,TRANSPOSITION,MPI,SCATTER,0.000049829,0.000000238
64,64,TRANSPOSITION,MPI,BROADCAST,0.000058174,0.000000715
64,64,TRANSPOSITION,MPI,SCATTER,0.000046730,0.000000238
64,64,TRANSPOSITION,MPI,BROADCAST,0.000060081,0.000001431
64,64,TRANSPOSITION,MPI,SCATTER,0.000046253,0.000000238
64,64,TRANSPOSITION,MPI,BROADCAST,0.000059128,0.000000477
64,64,TRANSPOSITION,MPI,SCATTER,0.000046730,0.000000477
64,64,TRANSPOSITION,MPI,BROADCAST,0.000056982,0.000000954
64,64,TRANSPOSITION,MPI,SCATTER,0.000046253,0.000000238
64,64,TRANSPOSITION,MPI,BROADCAST,0.000059366,0.000000954
128,64,SYMMETRY,MPI,REDUCE,0.000872374,0.000001431
128,64,TRANSPOSITION,MPI,SCATTER,0.000216007,0.000000954
128,64,SYMMETRY,MPI,REDUCE,0.000294209,0.000001431
128,64,TRANSPOSITION,MPI,SCATTER,0.000086069,0.000000715
128,64,SYMMETRY,MPI,REDUCE,0.000166655,0.000001192
128,64,TRANSPOSITION,MPI,SCATTER,0.000093222,0.000000715
128,64,SYMMETRY,MPI,REDUCE,0.000152588,0.000001431
128,64,TRANSPOSITION,MPI,SCATTER,0.000083447,0.000000715
128,64,SYMMETRY,MPI,REDUCE,0.000155687,0.000001192
128,64,TRANSPOSITION,MPI,SCATTER,0.000080347,0.000000954
128,64,TRANSPOSITION,MPI,SCATTER,0.000092745,0.000000715
128,64,TRANSPOSITION,MPI,BROADCAST,0.000177860,0.000000954
128,64,TRANSPOSITION,MPI,SCATTER,0.000084400,0.000000715
128,64,TRANSPOSITION,MPI,BROADCAST,0.000167131,0.000001192
128,64,TRANSPOSITION,MPI,SCATTER,0.000086784,0.000000715
128,64,TRANSPOSITION,MPI,BROADCAST,0.000184536,0.000000954
128,64,TRANSPOSITION,MPI,SCATTER,0.000086069,0.000000715
128,64,TRANSPOSITION,MPI,BROADCAST,0.000170231,0.000001192
128,64,TRANSPOSITION,MPI,SCATTER,0.000086546,0.000000954
128,64,TRANSPOSITION,MPI,BROADCAST,0.000176191,0.000000954
256,64,SYMMETRY,MPI,REDUCE,0.001501083,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000444889,0.000003099
256,64,SYMMETRY,MPI,REDUCE,0.000697851,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000201464,0.000003099
256,64,SYMMETRY,MPI,REDUCE,0.000472069,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000194550,0.000003099
256,64,SYMMETRY,MPI,REDUCE,0.000463247,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000196934,0.000003099
256,64,SYMMETRY,MPI,REDUCE,0.000479460,0.000004292
256,64,TRANSPOSITION,MPI,SCATTER,0.000199556,0.000002861
256,64,TRANSPOSITION,MPI,SCATTER,0.000185251,0.000003099
