Matrix Size,CPUs,Function,Implementation,MPI Implementation,Execution Time, Execution Time (no msg)
128,96,SYMMETRY,MPI,REDUCE,0.146086931,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.012646198,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.076647520,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.012993336,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.049205065,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.013199091,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.051438808,0.000001192
128,96,TRANSPOSITION,MPI,SCATTER,0.014028311,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.045108318,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.013001680,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.048909664,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.013003111,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.042522430,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.012996912,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.050143003,0.000001431
128,96,TRANSPOSITION,MPI,SCATTER,0.012852669,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.043755054,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.012996435,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.052004814,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.012998581,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.054636955,0.000002384
128,96,TRANSPOSITION,MPI,SCATTER,0.012998104,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.046300888,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.013005018,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.051468849,0.000001192
128,96,TRANSPOSITION,MPI,SCATTER,0.012991428,0.000000715
128,96,SYMMETRY,MPI,REDUCE,0.043143272,0.000000954
128,96,TRANSPOSITION,MPI,SCATTER,0.012996435,0.000000477
128,96,SYMMETRY,MPI,REDUCE,0.055590868,0.000001192
128,96,TRANSPOSITION,MPI,SCATTER,0.013001442,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.010513544,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.026026249,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.007031679,0.000000715
128,96,TRANSPOSITION,MPI,BROADCAST,0.026029587,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.001986265,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.026029587,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.012296200,0.000000715
128,96,TRANSPOSITION,MPI,BROADCAST,0.026014566,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.003137589,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.026008844,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.004663467,0.000000715
128,96,TRANSPOSITION,MPI,BROADCAST,0.024907351,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.007289410,0.000000715
128,96,TRANSPOSITION,MPI,BROADCAST,0.026079655,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.002138853,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.026072741,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.009966135,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.026017904,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.012351751,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.026031733,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.000871181,0.000000715
128,96,TRANSPOSITION,MPI,BROADCAST,0.026048899,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.004478216,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.026055574,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.009618282,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.026009321,0.000000715
128,96,TRANSPOSITION,MPI,SCATTER,0.004246473,0.000000715
128,96,TRANSPOSITION,MPI,BROADCAST,0.022861958,0.000000477
128,96,TRANSPOSITION,MPI,SCATTER,0.004268885,0.000000477
128,96,TRANSPOSITION,MPI,BROADCAST,0.026024103,0.000000715
256,96,SYMMETRY,MPI,REDUCE,0.047030449,0.000003099
256,96,TRANSPOSITION,MPI,SCATTER,0.013156176,0.000002146
256,96,SYMMETRY,MPI,REDUCE,0.042431116,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013045549,0.000001907
256,96,SYMMETRY,MPI,REDUCE,0.056289196,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013055086,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.048558235,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013025522,0.000001907
256,96,SYMMETRY,MPI,REDUCE,0.039182425,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013047457,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.042711020,0.000003338
256,96,TRANSPOSITION,MPI,SCATTER,0.013006449,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.043457031,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013018608,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.045217991,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013014078,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.047475576,0.000003099
256,96,TRANSPOSITION,MPI,SCATTER,0.013012886,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.049153805,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013058424,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.043097973,0.000004292
256,96,TRANSPOSITION,MPI,SCATTER,0.013032436,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.046141863,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013041973,0.000001907
256,96,SYMMETRY,MPI,REDUCE,0.040488958,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013041735,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.048264503,0.000002861
256,96,TRANSPOSITION,MPI,SCATTER,0.013072968,0.000001669
256,96,SYMMETRY,MPI,REDUCE,0.077046633,0.000003576
256,96,TRANSPOSITION,MPI,SCATTER,0.026051760,0.000002384
256,96,TRANSPOSITION,MPI,SCATTER,0.023689032,0.000001669
256,96,TRANSPOSITION,MPI,BROADCAST,0.051757574,0.000002623
256,96,TRANSPOSITION,MPI,SCATTER,0.023298264,0.000001669
256,96,TRANSPOSITION,MPI,BROADCAST,0.051746368,0.000002623
256,96,TRANSPOSITION,MPI,SCATTER,0.023591042,0.000001669
