Matrix Size,Function,Implementation,Execution Time
16,SYMMETRY,SEQUENTIAL,0.000002295
16,TRANSPOSITION,SEQUENTIAL,0.000002779
16,SYMMETRY,SEQUENTIAL,0.000000507
16,TRANSPOSITION,SEQUENTIAL,0.000000663
16,SYMMETRY,SEQUENTIAL,0.000000499
16,TRANSPOSITION,SEQUENTIAL,0.000000641
16,SYMMETRY,SEQUENTIAL,0.000000425
16,TRANSPOSITION,SEQUENTIAL,0.000000641
16,SYMMETRY,SEQUENTIAL,0.000000365
16,TRANSPOSITION,SEQUENTIAL,0.000000641
16,TRANSPOSITION,SEQUENTIAL,0.000000685
16,TRANSPOSITION,SEQUENTIAL,0.000000663
16,TRANSPOSITION,SEQUENTIAL,0.000000648
16,TRANSPOSITION,SEQUENTIAL,0.000000641
16,TRANSPOSITION,SEQUENTIAL,0.000000648
32,SYMMETRY,SEQUENTIAL,0.000001557
32,TRANSPOSITION,SEQUENTIAL,0.000002503
32,SYMMETRY,SEQUENTIAL,0.000001498
32,TRANSPOSITION,SEQUENTIAL,0.000002436
32,SYMMETRY,SEQUENTIAL,0.000001498
32,TRANSPOSITION,SEQUENTIAL,0.000002429
32,SYMMETRY,SEQUENTIAL,0.000001498
32,TRANSPOSITION,SEQUENTIAL,0.000002414
32,SYMMETRY,SEQUENTIAL,0.000001445
32,TRANSPOSITION,SEQUENTIAL,0.000002429
32,TRANSPOSITION,SEQUENTIAL,0.000002451
32,TRANSPOSITION,SEQUENTIAL,0.000002444
32,TRANSPOSITION,SEQUENTIAL,0.000002421
32,TRANSPOSITION,SEQUENTIAL,0.000002429
32,TRANSPOSITION,SEQUENTIAL,0.000002407
64,SYMMETRY,SEQUENTIAL,0.000005618
64,TRANSPOSITION,SEQUENTIAL,0.000012487
64,SYMMETRY,SEQUENTIAL,0.000005573
64,TRANSPOSITION,SEQUENTIAL,0.000009514
64,SYMMETRY,SEQUENTIAL,0.000005633
64,TRANSPOSITION,SEQUENTIAL,0.000009507
64,SYMMETRY,SEQUENTIAL,0.000005573
64,TRANSPOSITION,SEQUENTIAL,0.000009529
64,SYMMETRY,SEQUENTIAL,0.000005551
64,TRANSPOSITION,SEQUENTIAL,0.000009522
64,TRANSPOSITION,SEQUENTIAL,0.000009529
64,TRANSPOSITION,SEQUENTIAL,0.000009544
64,TRANSPOSITION,SEQUENTIAL,0.000009544
64,TRANSPOSITION,SEQUENTIAL,0.000009514
64,TRANSPOSITION,SEQUENTIAL,0.000009514
128,SYMMETRY,SEQUENTIAL,0.000022367
128,TRANSPOSITION,SEQUENTIAL,0.000055850
128,SYMMETRY,SEQUENTIAL,0.000022307
128,TRANSPOSITION,SEQUENTIAL,0.000039279
128,SYMMETRY,SEQUENTIAL,0.000022352
