Matrix Size,Function,Implementation,Execution Time
16,SYMMETRY,SEQUENTIAL,0.000000678
16,TRANSPOSITION,SEQUENTIAL,0.000000812
16,SYMMETRY,SEQUENTIAL,0.000000522
16,TRANSPOSITION,SEQUENTIAL,0.000000767
16,SYMMETRY,SEQUENTIAL,0.000000551
16,TRANSPOSITION,SEQUENTIAL,0.000000745
16,SYMMETRY,SEQUENTIAL,0.000000462
16,TRANSPOSITION,SEQUENTIAL,0.000000723
16,SYMMETRY,SEQUENTIAL,0.000000410
16,TRANSPOSITION,SEQUENTIAL,0.000000715
16,TRANSPOSITION,SEQUENTIAL,0.000000767
16,TRANSPOSITION,SEQUENTIAL,0.000000767
16,TRANSPOSITION,SEQUENTIAL,0.000000715
16,TRANSPOSITION,SEQUENTIAL,0.000000775
16,TRANSPOSITION,SEQUENTIAL,0.000000782
32,SYMMETRY,SEQUENTIAL,0.000001676
32,TRANSPOSITION,SEQUENTIAL,0.000002712
32,SYMMETRY,SEQUENTIAL,0.000001684
32,TRANSPOSITION,SEQUENTIAL,0.000002690
32,SYMMETRY,SEQUENTIAL,0.000001647
32,TRANSPOSITION,SEQUENTIAL,0.000002712
32,SYMMETRY,SEQUENTIAL,0.000001617
32,TRANSPOSITION,SEQUENTIAL,0.000002630
32,SYMMETRY,SEQUENTIAL,0.000001594
32,TRANSPOSITION,SEQUENTIAL,0.000002675
32,TRANSPOSITION,SEQUENTIAL,0.000002742
32,TRANSPOSITION,SEQUENTIAL,0.000002727
32,TRANSPOSITION,SEQUENTIAL,0.000002705
32,TRANSPOSITION,SEQUENTIAL,0.000002705
32,TRANSPOSITION,SEQUENTIAL,0.000002727
64,SYMMETRY,SEQUENTIAL,0.000006169
64,TRANSPOSITION,SEQUENTIAL,0.000015512
64,SYMMETRY,SEQUENTIAL,0.000006050
64,TRANSPOSITION,SEQUENTIAL,0.000010431
64,SYMMETRY,SEQUENTIAL,0.000006095
64,TRANSPOSITION,SEQUENTIAL,0.000010423
64,SYMMETRY,SEQUENTIAL,0.000006139
64,TRANSPOSITION,SEQUENTIAL,0.000010423
64,SYMMETRY,SEQUENTIAL,0.000006050
64,TRANSPOSITION,SEQUENTIAL,0.000010416
64,TRANSPOSITION,SEQUENTIAL,0.000010513
64,TRANSPOSITION,SEQUENTIAL,0.000010401
64,TRANSPOSITION,SEQUENTIAL,0.000010386
64,TRANSPOSITION,SEQUENTIAL,0.000010394
64,TRANSPOSITION,SEQUENTIAL,0.000010438
128,SYMMETRY,SEQUENTIAL,0.000024438
128,TRANSPOSITION,SEQUENTIAL,0.000069246
128,SYMMETRY,SEQUENTIAL,0.000024505
128,TRANSPOSITION,SEQUENTIAL,0.000042491
128,SYMMETRY,SEQUENTIAL,0.000024594
128,TRANSPOSITION,SEQUENTIAL,0.000042416
128,SYMMETRY,SEQUENTIAL,0.000024490
128,TRANSPOSITION,SEQUENTIAL,0.000042513
128,SYMMETRY,SEQUENTIAL,0.000024460
128,TRANSPOSITION,SEQUENTIAL,0.000042468
128,TRANSPOSITION,SEQUENTIAL,0.000042558
128,TRANSPOSITION,SEQUENTIAL,0.000042483
128,TRANSPOSITION,SEQUENTIAL,0.000042535
128,TRANSPOSITION,SEQUENTIAL,0.000042498
128,TRANSPOSITION,SEQUENTIAL,0.000042550
256,SYMMETRY,SEQUENTIAL,0.000096940
256,TRANSPOSITION,SEQUENTIAL,0.000486836
256,SYMMETRY,SEQUENTIAL,0.000096902
256,TRANSPOSITION,SEQUENTIAL,0.000336364
256,SYMMETRY,SEQUENTIAL,0.000097275
256,TRANSPOSITION,SEQUENTIAL,0.000369400
256,SYMMETRY,SEQUENTIAL,0.000097044
256,TRANSPOSITION,SEQUENTIAL,0.000378624
256,SYMMETRY,SEQUENTIAL,0.000096910
256,TRANSPOSITION,SEQUENTIAL,0.000373393
256,TRANSPOSITION,SEQUENTIAL,0.000376694
256,TRANSPOSITION,SEQUENTIAL,0.000371031
256,TRANSPOSITION,SEQUENTIAL,0.000372633
256,TRANSPOSITION,SEQUENTIAL,0.000366680
256,TRANSPOSITION,SEQUENTIAL,0.000374444
512,SYMMETRY,SEQUENTIAL,0.000495955
512,TRANSPOSITION,SEQUENTIAL,0.003044732
512,SYMMETRY,SEQUENTIAL,0.000490248
512,TRANSPOSITION,SEQUENTIAL,0.002549484
512,SYMMETRY,SEQUENTIAL,0.000486650
512,TRANSPOSITION,SEQUENTIAL,0.002559319
512,SYMMETRY,SEQUENTIAL,0.000484541
512,TRANSPOSITION,SEQUENTIAL,0.002562121
512,SYMMETRY,SEQUENTIAL,0.000487633
512,TRANSPOSITION,SEQUENTIAL,0.002554476
512,TRANSPOSITION,SEQUENTIAL,0.002530813
512,TRANSPOSITION,SEQUENTIAL,0.002529599
512,TRANSPOSITION,SEQUENTIAL,0.002530746
512,TRANSPOSITION,SEQUENTIAL,0.002532959
512,TRANSPOSITION,SEQUENTIAL,0.002529323
1024,SYMMETRY,SEQUENTIAL,0.002962448
1024,TRANSPOSITION,SEQUENTIAL,0.019018672
1024,SYMMETRY,SEQUENTIAL,0.002959773
1024,TRANSPOSITION,SEQUENTIAL,0.017066620
1024,SYMMETRY,SEQUENTIAL,0.002961993
1024,TRANSPOSITION,SEQUENTIAL,0.017057113
1024,SYMMETRY,SEQUENTIAL,0.002956197
1024,TRANSPOSITION,SEQUENTIAL,0.017085925
1024,SYMMETRY,SEQUENTIAL,0.002953231
1024,TRANSPOSITION,SEQUENTIAL,0.017034091
1024,TRANSPOSITION,SEQUENTIAL,0.017116651
1024,TRANSPOSITION,SEQUENTIAL,0.017035916
1024,TRANSPOSITION,SEQUENTIAL,0.017050646
1024,TRANSPOSITION,SEQUENTIAL,0.017045967
1024,TRANSPOSITION,SEQUENTIAL,0.017037719
2048,SYMMETRY,SEQUENTIAL,0.013364956
2048,TRANSPOSITION,SEQUENTIAL,0.080694869
2048,SYMMETRY,SEQUENTIAL,0.014197417
2048,TRANSPOSITION,SEQUENTIAL,0.074002765
2048,SYMMETRY,SEQUENTIAL,0.014002480
2048,TRANSPOSITION,SEQUENTIAL,0.074096955
2048,SYMMETRY,SEQUENTIAL,0.014292695
2048,TRANSPOSITION,SEQUENTIAL,0.093100749
2048,SYMMETRY,SEQUENTIAL,0.014038622
2048,TRANSPOSITION,SEQUENTIAL,0.073652744
2048,TRANSPOSITION,SEQUENTIAL,0.071599349
2048,TRANSPOSITION,SEQUENTIAL,0.074141882
2048,TRANSPOSITION,SEQUENTIAL,0.073334694
2048,TRANSPOSITION,SEQUENTIAL,0.073187046
2048,TRANSPOSITION,SEQUENTIAL,0.073645905
4096,SYMMETRY,SEQUENTIAL,0.118154526
4096,TRANSPOSITION,SEQUENTIAL,0.354554512
4096,SYMMETRY,SEQUENTIAL,0.151425079
4096,TRANSPOSITION,SEQUENTIAL,0.454326637
4096,SYMMETRY,SEQUENTIAL,0.155999631
4096,TRANSPOSITION,SEQUENTIAL,0.488190323
4096,SYMMETRY,SEQUENTIAL,0.152297780
4096,TRANSPOSITION,SEQUENTIAL,0.457667641
4096,SYMMETRY,SEQUENTIAL,0.150118992
4096,TRANSPOSITION,SEQUENTIAL,0.766426653
4096,TRANSPOSITION,SEQUENTIAL,0.449130118
4096,TRANSPOSITION,SEQUENTIAL,0.443180822
4096,TRANSPOSITION,SEQUENTIAL,0.442970291
4096,TRANSPOSITION,SEQUENTIAL,0.467825778
4096,TRANSPOSITION,SEQUENTIAL,0.442758746
16,SYMMETRY,SEQUENTIAL,0.000000730
16,TRANSPOSITION,SEQUENTIAL,0.000000805
