Matrix Size,CPUs,Function,Implementation,MPI Implementation,Execution Time, Execution Time (no msg)
16,8,SYMMETRY,MPI,REDUCE,0.001000643,0.000000238
16,8,TRANSPOSITION,MPI,SCATTER,0.000061274,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000017881,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000013590,0.000000000
16,8,SYMMETRY,MPI,REDUCE,0.000013113,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000179291,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000017643,0.000000238
16,8,TRANSPOSITION,MPI,SCATTER,0.000009775,0.000000238
16,8,SYMMETRY,MPI,REDUCE,0.000011921,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000010014,0.000000000
16,8,TRANSPOSITION,MPI,SCATTER,0.000009537,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007629,0.000000954
16,8,TRANSPOSITION,MPI,SCATTER,0.000009298,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007153,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000011683,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007868,0.000000715
16,8,TRANSPOSITION,MPI,SCATTER,0.000009537,0.000000238
16,8,TRANSPOSITION,MPI,BROADCAST,0.000007391,0.000000477
16,8,TRANSPOSITION,MPI,SCATTER,0.000010014,0.000000000
16,8,TRANSPOSITION,MPI,BROADCAST,0.000010252,0.000000715
32,8,SYMMETRY,MPI,REDUCE,0.000029087,0.000000477
32,8,TRANSPOSITION,MPI,SCATTER,0.000022888,0.000000238
32,8,SYMMETRY,MPI,REDUCE,0.000017166,0.000000477
32,8,TRANSPOSITION,MPI,SCATTER,0.000011444,0.000000477
32,8,SYMMETRY,MPI,REDUCE,0.000016451,0.000000477
32,8,TRANSPOSITION,MPI,SCATTER,0.000010729,0.000000477
32,8,SYMMETRY,MPI,REDUCE,0.000024319,0.000000954
32,8,TRANSPOSITION,MPI,SCATTER,0.000011683,0.000000238
32,8,SYMMETRY,MPI,REDUCE,0.000017166,0.000000477
