Matrix Size,CPUs/Threads,Function,Implementation,Execution Time
16,4,SYMMETRY,SEQUENTIAL,0.000000779
16,4,TRANSPOSITION,SEQUENTIAL,0.000000697
16,4,SYMMETRY,SEQUENTIAL,0.000000615
16,4,TRANSPOSITION,SEQUENTIAL,0.000000719
16,4,SYMMETRY,SEQUENTIAL,0.000000481
16,4,TRANSPOSITION,SEQUENTIAL,0.000000633
16,4,SYMMETRY,SEQUENTIAL,0.000000406
16,4,TRANSPOSITION,SEQUENTIAL,0.000000611
16,4,SYMMETRY,SEQUENTIAL,0.000000395
16,4,TRANSPOSITION,SEQUENTIAL,0.000000592
16,4,SYMMETRY,SEQUENTIAL,0.000000365
16,4,TRANSPOSITION,SEQUENTIAL,0.000000611
16,4,SYMMETRY,SEQUENTIAL,0.000000376
16,4,TRANSPOSITION,SEQUENTIAL,0.000000596
16,4,SYMMETRY,SEQUENTIAL,0.000000369
16,4,TRANSPOSITION,SEQUENTIAL,0.000000611
16,4,SYMMETRY,SEQUENTIAL,0.000000369
16,4,TRANSPOSITION,SEQUENTIAL,0.000000589
16,4,SYMMETRY,SEQUENTIAL,0.000000365
16,4,TRANSPOSITION,SEQUENTIAL,0.000000589
16,4,SYMMETRY,SEQUENTIAL,0.000000369
16,4,TRANSPOSITION,SEQUENTIAL,0.000000607
16,4,SYMMETRY,SEQUENTIAL,0.000000361
16,4,TRANSPOSITION,SEQUENTIAL,0.000000563
16,4,SYMMETRY,SEQUENTIAL,0.000000361
16,4,TRANSPOSITION,SEQUENTIAL,0.000000622
16,4,SYMMETRY,SEQUENTIAL,0.000000391
16,4,TRANSPOSITION,SEQUENTIAL,0.000000592
16,4,SYMMETRY,SEQUENTIAL,0.000000365
16,4,TRANSPOSITION,SEQUENTIAL,0.000000585
16,4,TRANSPOSITION,SEQUENTIAL,0.000000603
16,4,TRANSPOSITION,SEQUENTIAL,0.000000637
16,4,TRANSPOSITION,SEQUENTIAL,0.000000600
16,4,TRANSPOSITION,SEQUENTIAL,0.000000596
16,4,TRANSPOSITION,SEQUENTIAL,0.000000611
16,4,TRANSPOSITION,SEQUENTIAL,0.000000611
16,4,TRANSPOSITION,SEQUENTIAL,0.000000607
16,4,TRANSPOSITION,SEQUENTIAL,0.000000607
16,4,TRANSPOSITION,SEQUENTIAL,0.000000596
16,4,TRANSPOSITION,SEQUENTIAL,0.000000574
16,4,TRANSPOSITION,SEQUENTIAL,0.000000592
