Matrix Size,CPUs/Threads,Function,Implementation,Execution Time
16,4,SYMMETRY,SEQUENTIAL,0.000002354
16,4,TRANSPOSITION,SEQUENTIAL,0.000002466
16,4,SYMMETRY,SEQUENTIAL,0.000000581
16,4,TRANSPOSITION,SEQUENTIAL,0.000000633
16,4,SYMMETRY,SEQUENTIAL,0.000000417
16,4,TRANSPOSITION,SEQUENTIAL,0.000000589
16,4,SYMMETRY,SEQUENTIAL,0.000000447
16,4,TRANSPOSITION,SEQUENTIAL,0.000000663
16,4,SYMMETRY,SEQUENTIAL,0.000000432
16,4,TRANSPOSITION,SEQUENTIAL,0.000000626
16,4,TRANSPOSITION,SEQUENTIAL,0.000000641
16,4,TRANSPOSITION,SEQUENTIAL,0.000000618
16,4,TRANSPOSITION,SEQUENTIAL,0.000000626
16,4,TRANSPOSITION,SEQUENTIAL,0.000000633
16,4,TRANSPOSITION,SEQUENTIAL,0.000000618
32,4,SYMMETRY,SEQUENTIAL,0.000001729
32,4,TRANSPOSITION,SEQUENTIAL,0.000002407
32,4,SYMMETRY,SEQUENTIAL,0.000001736
32,4,TRANSPOSITION,SEQUENTIAL,0.000002287
32,4,SYMMETRY,SEQUENTIAL,0.000001639
32,4,TRANSPOSITION,SEQUENTIAL,0.000002310
32,4,SYMMETRY,SEQUENTIAL,0.000001676
32,4,TRANSPOSITION,SEQUENTIAL,0.000002280
32,4,SYMMETRY,SEQUENTIAL,0.000001594
32,4,TRANSPOSITION,SEQUENTIAL,0.000002287
32,4,TRANSPOSITION,SEQUENTIAL,0.000002347
32,4,TRANSPOSITION,SEQUENTIAL,0.000002362
32,4,TRANSPOSITION,SEQUENTIAL,0.000002354
32,4,TRANSPOSITION,SEQUENTIAL,0.000002325
32,4,TRANSPOSITION,SEQUENTIAL,0.000002220
64,4,SYMMETRY,SEQUENTIAL,0.000005826
64,4,TRANSPOSITION,SEQUENTIAL,0.000014164
64,4,SYMMETRY,SEQUENTIAL,0.000005744
64,4,TRANSPOSITION,SEQUENTIAL,0.000008561
64,4,SYMMETRY,SEQUENTIAL,0.000005759
64,4,TRANSPOSITION,SEQUENTIAL,0.000008553
64,4,SYMMETRY,SEQUENTIAL,0.000005752
64,4,TRANSPOSITION,SEQUENTIAL,0.000008546
64,4,SYMMETRY,SEQUENTIAL,0.000005722
64,4,TRANSPOSITION,SEQUENTIAL,0.000008494
64,4,TRANSPOSITION,SEQUENTIAL,0.000008486
64,4,TRANSPOSITION,SEQUENTIAL,0.000008516
64,4,TRANSPOSITION,SEQUENTIAL,0.000008456
64,4,TRANSPOSITION,SEQUENTIAL,0.000008650
64,4,TRANSPOSITION,SEQUENTIAL,0.000008568
128,4,SYMMETRY,SEQUENTIAL,0.000022732
128,4,TRANSPOSITION,SEQUENTIAL,0.000064909
128,4,SYMMETRY,SEQUENTIAL,0.000022575
128,4,TRANSPOSITION,SEQUENTIAL,0.000035614
128,4,SYMMETRY,SEQUENTIAL,0.000022672
128,4,TRANSPOSITION,SEQUENTIAL,0.000035599
128,4,SYMMETRY,SEQUENTIAL,0.000026822
128,4,TRANSPOSITION,SEQUENTIAL,0.000035405
128,4,SYMMETRY,SEQUENTIAL,0.000022553
128,4,TRANSPOSITION,SEQUENTIAL,0.000035532
128,4,TRANSPOSITION,SEQUENTIAL,0.000035919
128,4,TRANSPOSITION,SEQUENTIAL,0.000035852
128,4,TRANSPOSITION,SEQUENTIAL,0.000035308
128,4,TRANSPOSITION,SEQUENTIAL,0.000035800
128,4,TRANSPOSITION,SEQUENTIAL,0.000035815
256,4,SYMMETRY,SEQUENTIAL,0.000089280
256,4,TRANSPOSITION,SEQUENTIAL,0.000485457
256,4,SYMMETRY,SEQUENTIAL,0.000089183
256,4,TRANSPOSITION,SEQUENTIAL,0.000319093
256,4,SYMMETRY,SEQUENTIAL,0.000089228
256,4,TRANSPOSITION,SEQUENTIAL,0.000352062
256,4,SYMMETRY,SEQUENTIAL,0.000089303
256,4,TRANSPOSITION,SEQUENTIAL,0.000322253
256,4,SYMMETRY,SEQUENTIAL,0.000089362
256,4,TRANSPOSITION,SEQUENTIAL,0.000318334
256,4,TRANSPOSITION,SEQUENTIAL,0.000322409
256,4,TRANSPOSITION,SEQUENTIAL,0.000319056
256,4,TRANSPOSITION,SEQUENTIAL,0.000352159
256,4,TRANSPOSITION,SEQUENTIAL,0.000317268
256,4,TRANSPOSITION,SEQUENTIAL,0.000321127
512,4,SYMMETRY,SEQUENTIAL,0.000489868
512,4,TRANSPOSITION,SEQUENTIAL,0.003112517
512,4,SYMMETRY,SEQUENTIAL,0.000467256
512,4,TRANSPOSITION,SEQUENTIAL,0.002510093
512,4,SYMMETRY,SEQUENTIAL,0.000463001
512,4,TRANSPOSITION,SEQUENTIAL,0.002516031
512,4,SYMMETRY,SEQUENTIAL,0.000468105
512,4,TRANSPOSITION,SEQUENTIAL,0.002507217
512,4,SYMMETRY,SEQUENTIAL,0.000462443
512,4,TRANSPOSITION,SEQUENTIAL,0.002524361
512,4,TRANSPOSITION,SEQUENTIAL,0.002502009
512,4,TRANSPOSITION,SEQUENTIAL,0.002502032
512,4,TRANSPOSITION,SEQUENTIAL,0.002518058
512,4,TRANSPOSITION,SEQUENTIAL,0.002508745
512,4,TRANSPOSITION,SEQUENTIAL,0.002514012
1024,4,SYMMETRY,SEQUENTIAL,0.002765544
1024,4,TRANSPOSITION,SEQUENTIAL,0.018736027
1024,4,SYMMETRY,SEQUENTIAL,0.002697505
1024,4,TRANSPOSITION,SEQUENTIAL,0.017929271
1024,4,SYMMETRY,SEQUENTIAL,0.002697073
1024,4,TRANSPOSITION,SEQUENTIAL,0.017787598
1024,4,SYMMETRY,SEQUENTIAL,0.002692811
1024,4,TRANSPOSITION,SEQUENTIAL,0.017925151
1024,4,SYMMETRY,SEQUENTIAL,0.002699688
1024,4,TRANSPOSITION,SEQUENTIAL,0.017849840
1024,4,TRANSPOSITION,SEQUENTIAL,0.017903425
1024,4,TRANSPOSITION,SEQUENTIAL,0.017850779
1024,4,TRANSPOSITION,SEQUENTIAL,0.017893955
1024,4,TRANSPOSITION,SEQUENTIAL,0.018288255
1024,4,TRANSPOSITION,SEQUENTIAL,0.017837919
2048,4,SYMMETRY,SEQUENTIAL,0.012476645
2048,4,TRANSPOSITION,SEQUENTIAL,0.088222519
2048,4,SYMMETRY,SEQUENTIAL,0.013301238
2048,4,TRANSPOSITION,SEQUENTIAL,0.076662078
2048,4,SYMMETRY,SEQUENTIAL,0.012792379
2048,4,TRANSPOSITION,SEQUENTIAL,0.076476812
2048,4,SYMMETRY,SEQUENTIAL,0.013133124
2048,4,TRANSPOSITION,SEQUENTIAL,0.076423809
2048,4,SYMMETRY,SEQUENTIAL,0.012707636
2048,4,TRANSPOSITION,SEQUENTIAL,0.077019207
2048,4,TRANSPOSITION,SEQUENTIAL,0.075482376
2048,4,TRANSPOSITION,SEQUENTIAL,0.074844733
2048,4,TRANSPOSITION,SEQUENTIAL,0.075226001
2048,4,TRANSPOSITION,SEQUENTIAL,0.075364590
2048,4,TRANSPOSITION,SEQUENTIAL,0.075945295
4096,4,SYMMETRY,SEQUENTIAL,0.137132756
4096,4,TRANSPOSITION,SEQUENTIAL,0.388631888
4096,4,SYMMETRY,SEQUENTIAL,0.176836617
4096,4,TRANSPOSITION,SEQUENTIAL,0.575553939
4096,4,SYMMETRY,SEQUENTIAL,0.178471200
4096,4,TRANSPOSITION,SEQUENTIAL,0.565031566
4096,4,SYMMETRY,SEQUENTIAL,0.181377053
4096,4,TRANSPOSITION,SEQUENTIAL,0.559886865
4096,4,SYMMETRY,SEQUENTIAL,0.142312773
4096,4,TRANSPOSITION,SEQUENTIAL,0.699059002
4096,4,TRANSPOSITION,SEQUENTIAL,0.515722528
4096,4,TRANSPOSITION,SEQUENTIAL,0.504997104
4096,4,TRANSPOSITION,SEQUENTIAL,0.511937313
4096,4,TRANSPOSITION,SEQUENTIAL,0.511635527
4096,4,TRANSPOSITION,SEQUENTIAL,0.522206038
16,4,SYMMETRY,SEQUENTIAL,0.000000857
16,4,TRANSPOSITION,SEQUENTIAL,0.000000857
16,4,SYMMETRY,SEQUENTIAL,0.000000566
16,4,TRANSPOSITION,SEQUENTIAL,0.000000633
16,4,SYMMETRY,SEQUENTIAL,0.000000469
16,4,TRANSPOSITION,SEQUENTIAL,0.000000633
16,4,SYMMETRY,SEQUENTIAL,0.000000417
16,4,TRANSPOSITION,SEQUENTIAL,0.000000611
16,4,SYMMETRY,SEQUENTIAL,0.000000402
16,4,TRANSPOSITION,SEQUENTIAL,0.000000626
16,4,TRANSPOSITION,SEQUENTIAL,0.000000641
16,4,TRANSPOSITION,SEQUENTIAL,0.000000626
16,4,TRANSPOSITION,SEQUENTIAL,0.000000641
16,4,TRANSPOSITION,SEQUENTIAL,0.000000618
16,4,TRANSPOSITION,SEQUENTIAL,0.000000633
32,4,SYMMETRY,SEQUENTIAL,0.000001714
32,4,TRANSPOSITION,SEQUENTIAL,0.000002645
32,4,SYMMETRY,SEQUENTIAL,0.000001654
32,4,TRANSPOSITION,SEQUENTIAL,0.000002258
32,4,SYMMETRY,SEQUENTIAL,0.000001684
32,4,TRANSPOSITION,SEQUENTIAL,0.000002250
32,4,SYMMETRY,SEQUENTIAL,0.000001647
32,4,TRANSPOSITION,SEQUENTIAL,0.000002272
32,4,SYMMETRY,SEQUENTIAL,0.000001676
32,4,TRANSPOSITION,SEQUENTIAL,0.000002332
32,4,TRANSPOSITION,SEQUENTIAL,0.000002302
32,4,TRANSPOSITION,SEQUENTIAL,0.000002302
32,4,TRANSPOSITION,SEQUENTIAL,0.000002347
32,4,TRANSPOSITION,SEQUENTIAL,0.000002310
32,4,TRANSPOSITION,SEQUENTIAL,0.000002317
64,4,SYMMETRY,SEQUENTIAL,0.000006132
64,4,TRANSPOSITION,SEQUENTIAL,0.000010893
64,4,SYMMETRY,SEQUENTIAL,0.000006042
64,4,TRANSPOSITION,SEQUENTIAL,0.000009067
64,4,SYMMETRY,SEQUENTIAL,0.000006028
64,4,TRANSPOSITION,SEQUENTIAL,0.000009030
64,4,SYMMETRY,SEQUENTIAL,0.000006080
64,4,TRANSPOSITION,SEQUENTIAL,0.000009052
64,4,SYMMETRY,SEQUENTIAL,0.000006102
64,4,TRANSPOSITION,SEQUENTIAL,0.000008985
64,4,TRANSPOSITION,SEQUENTIAL,0.000008985
64,4,TRANSPOSITION,SEQUENTIAL,0.000008978
64,4,TRANSPOSITION,SEQUENTIAL,0.000008903
64,4,TRANSPOSITION,SEQUENTIAL,0.000009060
64,4,TRANSPOSITION,SEQUENTIAL,0.000009045
128,4,SYMMETRY,SEQUENTIAL,0.000023976
128,4,TRANSPOSITION,SEQUENTIAL,0.000044636
128,4,SYMMETRY,SEQUENTIAL,0.000023961
128,4,TRANSPOSITION,SEQUENTIAL,0.000037998
128,4,SYMMETRY,SEQUENTIAL,0.000023924
128,4,TRANSPOSITION,SEQUENTIAL,0.000037841
128,4,SYMMETRY,SEQUENTIAL,0.000023976
128,4,TRANSPOSITION,SEQUENTIAL,0.000038028
128,4,SYMMETRY,SEQUENTIAL,0.000023864
128,4,TRANSPOSITION,SEQUENTIAL,0.000038058
128,4,TRANSPOSITION,SEQUENTIAL,0.000037670
128,4,TRANSPOSITION,SEQUENTIAL,0.000037871
128,4,TRANSPOSITION,SEQUENTIAL,0.000038214
128,4,TRANSPOSITION,SEQUENTIAL,0.000038110
128,4,TRANSPOSITION,SEQUENTIAL,0.000037760
256,4,SYMMETRY,SEQUENTIAL,0.000094235
256,4,TRANSPOSITION,SEQUENTIAL,0.000364341
256,4,SYMMETRY,SEQUENTIAL,0.000094488
256,4,TRANSPOSITION,SEQUENTIAL,0.000371531
256,4,SYMMETRY,SEQUENTIAL,0.000094458
256,4,TRANSPOSITION,SEQUENTIAL,0.000339955
256,4,SYMMETRY,SEQUENTIAL,0.000097893
256,4,TRANSPOSITION,SEQUENTIAL,0.000341363
256,4,SYMMETRY,SEQUENTIAL,0.000094675
256,4,TRANSPOSITION,SEQUENTIAL,0.000341542
256,4,TRANSPOSITION,SEQUENTIAL,0.000339180
256,4,TRANSPOSITION,SEQUENTIAL,0.000342384
256,4,TRANSPOSITION,SEQUENTIAL,0.000339806
256,4,TRANSPOSITION,SEQUENTIAL,0.000344560
256,4,TRANSPOSITION,SEQUENTIAL,0.000345185
512,4,SYMMETRY,SEQUENTIAL,0.000517868
512,4,TRANSPOSITION,SEQUENTIAL,0.003023989
512,4,SYMMETRY,SEQUENTIAL,0.000496544
512,4,TRANSPOSITION,SEQUENTIAL,0.002464406
512,4,SYMMETRY,SEQUENTIAL,0.000497505
512,4,TRANSPOSITION,SEQUENTIAL,0.002450369
512,4,SYMMETRY,SEQUENTIAL,0.000495009
512,4,TRANSPOSITION,SEQUENTIAL,0.002465829
512,4,SYMMETRY,SEQUENTIAL,0.000492066
512,4,TRANSPOSITION,SEQUENTIAL,0.002468266
512,4,TRANSPOSITION,SEQUENTIAL,0.002400249
512,4,TRANSPOSITION,SEQUENTIAL,0.002445094
