Matrix Size,CPUs/Threads,Function,Implementation,Execution Time
16,2,SYMMETRY,SEQUENTIAL,0.000002258
16,2,TRANSPOSITION,SEQUENTIAL,0.000002675
16,2,SYMMETRY,SEQUENTIAL,0.000000536
16,2,TRANSPOSITION,SEQUENTIAL,0.000000648
16,2,SYMMETRY,SEQUENTIAL,0.000000477
16,2,TRANSPOSITION,SEQUENTIAL,0.000000626
16,2,SYMMETRY,SEQUENTIAL,0.000000492
16,2,TRANSPOSITION,SEQUENTIAL,0.000000603
16,2,SYMMETRY,SEQUENTIAL,0.000000410
16,2,TRANSPOSITION,SEQUENTIAL,0.000000596
16,2,TRANSPOSITION,SEQUENTIAL,0.000000589
16,2,TRANSPOSITION,SEQUENTIAL,0.000000611
16,2,TRANSPOSITION,SEQUENTIAL,0.000000581
16,2,TRANSPOSITION,SEQUENTIAL,0.000000596
16,2,TRANSPOSITION,SEQUENTIAL,0.000000589
32,2,SYMMETRY,SEQUENTIAL,0.000001617
32,2,TRANSPOSITION,SEQUENTIAL,0.000002250
32,2,SYMMETRY,SEQUENTIAL,0.000001580
32,2,TRANSPOSITION,SEQUENTIAL,0.000002183
32,2,SYMMETRY,SEQUENTIAL,0.000001565
32,2,TRANSPOSITION,SEQUENTIAL,0.000002138
32,2,SYMMETRY,SEQUENTIAL,0.000001505
32,2,TRANSPOSITION,SEQUENTIAL,0.000002190
32,2,SYMMETRY,SEQUENTIAL,0.000001512
32,2,TRANSPOSITION,SEQUENTIAL,0.000002190
32,2,TRANSPOSITION,SEQUENTIAL,0.000002183
32,2,TRANSPOSITION,SEQUENTIAL,0.000002198
32,2,TRANSPOSITION,SEQUENTIAL,0.000002198
32,2,TRANSPOSITION,SEQUENTIAL,0.000002161
32,2,TRANSPOSITION,SEQUENTIAL,0.000002138
64,2,SYMMETRY,SEQUENTIAL,0.000005759
64,2,TRANSPOSITION,SEQUENTIAL,0.000012569
64,2,SYMMETRY,SEQUENTIAL,0.000005744
64,2,TRANSPOSITION,SEQUENTIAL,0.000008650
64,2,SYMMETRY,SEQUENTIAL,0.000005759
64,2,TRANSPOSITION,SEQUENTIAL,0.000008591
64,2,SYMMETRY,SEQUENTIAL,0.000005774
64,2,TRANSPOSITION,SEQUENTIAL,0.000008494
64,2,SYMMETRY,SEQUENTIAL,0.000005707
64,2,TRANSPOSITION,SEQUENTIAL,0.000008479
64,2,TRANSPOSITION,SEQUENTIAL,0.000008479
64,2,TRANSPOSITION,SEQUENTIAL,0.000008442
