Matrix Size,CPUs/Threads,Function,Implementation,Execution Time
16,1,SYMMETRY,SEQUENTIAL,0.000000723
16,1,TRANSPOSITION,SEQUENTIAL,0.000000671
16,1,SYMMETRY,SEQUENTIAL,0.000000585
16,1,TRANSPOSITION,SEQUENTIAL,0.000000596
16,1,SYMMETRY,SEQUENTIAL,0.000000484
16,1,TRANSPOSITION,SEQUENTIAL,0.000000563
16,1,SYMMETRY,SEQUENTIAL,0.000000417
16,1,TRANSPOSITION,SEQUENTIAL,0.000000663
16,1,SYMMETRY,SEQUENTIAL,0.000000451
16,1,TRANSPOSITION,SEQUENTIAL,0.000000611
16,1,TRANSPOSITION,SEQUENTIAL,0.000000585
16,1,TRANSPOSITION,SEQUENTIAL,0.000000581
16,1,TRANSPOSITION,SEQUENTIAL,0.000000615
16,1,TRANSPOSITION,SEQUENTIAL,0.000000600
16,1,TRANSPOSITION,SEQUENTIAL,0.000000615
32,1,SYMMETRY,SEQUENTIAL,0.000001650
32,1,TRANSPOSITION,SEQUENTIAL,0.000002250
32,1,SYMMETRY,SEQUENTIAL,0.000001565
32,1,TRANSPOSITION,SEQUENTIAL,0.000002239
32,1,SYMMETRY,SEQUENTIAL,0.000001531
32,1,TRANSPOSITION,SEQUENTIAL,0.000002168
32,1,SYMMETRY,SEQUENTIAL,0.000001565
32,1,TRANSPOSITION,SEQUENTIAL,0.000002187
32,1,SYMMETRY,SEQUENTIAL,0.000001580
32,1,TRANSPOSITION,SEQUENTIAL,0.000002172
32,1,TRANSPOSITION,SEQUENTIAL,0.000002142
32,1,TRANSPOSITION,SEQUENTIAL,0.000002231
32,1,TRANSPOSITION,SEQUENTIAL,0.000002209
32,1,TRANSPOSITION,SEQUENTIAL,0.000002183
32,1,TRANSPOSITION,SEQUENTIAL,0.000002183
64,1,SYMMETRY,SEQUENTIAL,0.000005752
64,1,TRANSPOSITION,SEQUENTIAL,0.000011571
64,1,SYMMETRY,SEQUENTIAL,0.000005711
64,1,TRANSPOSITION,SEQUENTIAL,0.000008535
64,1,SYMMETRY,SEQUENTIAL,0.000005715
64,1,TRANSPOSITION,SEQUENTIAL,0.000008557
64,1,SYMMETRY,SEQUENTIAL,0.000005711
64,1,TRANSPOSITION,SEQUENTIAL,0.000008523
64,1,SYMMETRY,SEQUENTIAL,0.000005715
64,1,TRANSPOSITION,SEQUENTIAL,0.000008557
64,1,TRANSPOSITION,SEQUENTIAL,0.000008490
64,1,TRANSPOSITION,SEQUENTIAL,0.000008434
64,1,TRANSPOSITION,SEQUENTIAL,0.000008501
64,1,TRANSPOSITION,SEQUENTIAL,0.000008531
64,1,TRANSPOSITION,SEQUENTIAL,0.000008475
128,1,SYMMETRY,SEQUENTIAL,0.000022639
128,1,TRANSPOSITION,SEQUENTIAL,0.000051256
128,1,SYMMETRY,SEQUENTIAL,0.000022657
128,1,TRANSPOSITION,SEQUENTIAL,0.000035491
128,1,SYMMETRY,SEQUENTIAL,0.000022553
128,1,TRANSPOSITION,SEQUENTIAL,0.000035461
128,1,SYMMETRY,SEQUENTIAL,0.000022519
128,1,TRANSPOSITION,SEQUENTIAL,0.000035372
128,1,SYMMETRY,SEQUENTIAL,0.000022616
128,1,TRANSPOSITION,SEQUENTIAL,0.000035424
128,1,TRANSPOSITION,SEQUENTIAL,0.000035394
128,1,TRANSPOSITION,SEQUENTIAL,0.000035357
128,1,TRANSPOSITION,SEQUENTIAL,0.000035442
128,1,TRANSPOSITION,SEQUENTIAL,0.000035349
128,1,TRANSPOSITION,SEQUENTIAL,0.000035319
256,1,SYMMETRY,SEQUENTIAL,0.000089064
256,1,TRANSPOSITION,SEQUENTIAL,0.000431709
256,1,SYMMETRY,SEQUENTIAL,0.000089068
256,1,TRANSPOSITION,SEQUENTIAL,0.000353001
256,1,SYMMETRY,SEQUENTIAL,0.000089005
256,1,TRANSPOSITION,SEQUENTIAL,0.000357021
256,1,SYMMETRY,SEQUENTIAL,0.000089128
256,1,TRANSPOSITION,SEQUENTIAL,0.000318449
256,1,SYMMETRY,SEQUENTIAL,0.000089057
256,1,TRANSPOSITION,SEQUENTIAL,0.000352662
256,1,TRANSPOSITION,SEQUENTIAL,0.000352710
256,1,TRANSPOSITION,SEQUENTIAL,0.000320569
256,1,TRANSPOSITION,SEQUENTIAL,0.000320561
256,1,TRANSPOSITION,SEQUENTIAL,0.000352796
256,1,TRANSPOSITION,SEQUENTIAL,0.000322793
512,1,SYMMETRY,SEQUENTIAL,0.000473015
512,1,TRANSPOSITION,SEQUENTIAL,0.002986748
512,1,SYMMETRY,SEQUENTIAL,0.000470404
512,1,TRANSPOSITION,SEQUENTIAL,0.002622686
512,1,SYMMETRY,SEQUENTIAL,0.000476070
512,1,TRANSPOSITION,SEQUENTIAL,0.002617426
512,1,SYMMETRY,SEQUENTIAL,0.000473082
512,1,TRANSPOSITION,SEQUENTIAL,0.002614863
512,1,SYMMETRY,SEQUENTIAL,0.000475284
512,1,TRANSPOSITION,SEQUENTIAL,0.002620932
512,1,TRANSPOSITION,SEQUENTIAL,0.002615657
512,1,TRANSPOSITION,SEQUENTIAL,0.002616070
512,1,TRANSPOSITION,SEQUENTIAL,0.002622902
512,1,TRANSPOSITION,SEQUENTIAL,0.002607286
512,1,TRANSPOSITION,SEQUENTIAL,0.002617531
1024,1,SYMMETRY,SEQUENTIAL,0.002933223
1024,1,TRANSPOSITION,SEQUENTIAL,0.018751282
1024,1,SYMMETRY,SEQUENTIAL,0.002931438
1024,1,TRANSPOSITION,SEQUENTIAL,0.016748592
1024,1,SYMMETRY,SEQUENTIAL,0.002937943
1024,1,TRANSPOSITION,SEQUENTIAL,0.016754955
1024,1,SYMMETRY,SEQUENTIAL,0.002939492
1024,1,TRANSPOSITION,SEQUENTIAL,0.016758036
1024,1,SYMMETRY,SEQUENTIAL,0.002939612
1024,1,TRANSPOSITION,SEQUENTIAL,0.016766626
1024,1,TRANSPOSITION,SEQUENTIAL,0.016825449
1024,1,TRANSPOSITION,SEQUENTIAL,0.016751289
