Matrix Size,CPUs,Function,Implementation,MPI Implementation,Execution Time (total), Execution Time (no msg)
16,4,SYMMETRY,MPI,REDUCE,0.000169516
16,4,TRANSPOSITION,MPI,SCATTER,0.000134468
16,4,SYMMETRY,MPI,REDUCE,0.000020027
16,4,TRANSPOSITION,MPI,SCATTER,0.000022411
16,4,SYMMETRY,MPI,REDUCE,0.000017405
16,4,TRANSPOSITION,MPI,SCATTER,0.000211954
16,4,SYMMETRY,MPI,REDUCE,0.000011444
16,4,TRANSPOSITION,MPI,SCATTER,0.000006676
16,4,SYMMETRY,MPI,REDUCE,0.000011921
16,4,TRANSPOSITION,MPI,SCATTER,0.000007153
16,4,TRANSPOSITION,MPI,SCATTER,0.000006914
16,4,TRANSPOSITION,MPI,BROADCAST,0.000006199
16,4,TRANSPOSITION,MPI,SCATTER,0.000005960
16,4,TRANSPOSITION,MPI,BROADCAST,0.000006437
16,4,TRANSPOSITION,MPI,SCATTER,0.000006437
16,4,TRANSPOSITION,MPI,BROADCAST,0.000005722
16,4,TRANSPOSITION,MPI,SCATTER,0.000005722
16,4,TRANSPOSITION,MPI,BROADCAST,0.000005722
16,4,TRANSPOSITION,MPI,SCATTER,0.000006676
16,4,TRANSPOSITION,MPI,BROADCAST,0.000005722
32,4,SYMMETRY,MPI,REDUCE,0.000025511
32,4,TRANSPOSITION,MPI,SCATTER,0.000025511
32,4,SYMMETRY,MPI,REDUCE,0.000014067
32,4,TRANSPOSITION,MPI,SCATTER,0.000017643
32,4,SYMMETRY,MPI,REDUCE,0.000015974
32,4,TRANSPOSITION,MPI,SCATTER,0.000010014
32,4,SYMMETRY,MPI,REDUCE,0.000014782
32,4,TRANSPOSITION,MPI,SCATTER,0.000009298
32,4,SYMMETRY,MPI,REDUCE,0.000014544
32,4,TRANSPOSITION,MPI,SCATTER,0.000009298
32,4,TRANSPOSITION,MPI,SCATTER,0.000008821
32,4,TRANSPOSITION,MPI,BROADCAST,0.000012636
32,4,TRANSPOSITION,MPI,SCATTER,0.000009060
32,4,TRANSPOSITION,MPI,BROADCAST,0.000010014
32,4,TRANSPOSITION,MPI,SCATTER,0.000009775
32,4,TRANSPOSITION,MPI,BROADCAST,0.000010967
32,4,TRANSPOSITION,MPI,SCATTER,0.000009060
32,4,TRANSPOSITION,MPI,BROADCAST,0.000010967
32,4,TRANSPOSITION,MPI,SCATTER,0.000009298
32,4,TRANSPOSITION,MPI,BROADCAST,0.000010490
64,4,SYMMETRY,MPI,REDUCE,0.000045538
64,4,TRANSPOSITION,MPI,SCATTER,0.000038624
64,4,SYMMETRY,MPI,REDUCE,0.000024080
64,4,TRANSPOSITION,MPI,SCATTER,0.000018358
64,4,SYMMETRY,MPI,REDUCE,0.000023127
64,4,TRANSPOSITION,MPI,SCATTER,0.000018120
64,4,SYMMETRY,MPI,REDUCE,0.000024319
64,4,TRANSPOSITION,MPI,SCATTER,0.000018358
64,4,SYMMETRY,MPI,REDUCE,0.000024080
64,4,TRANSPOSITION,MPI,SCATTER,0.000017881
64,4,TRANSPOSITION,MPI,SCATTER,0.000017643
64,4,TRANSPOSITION,MPI,BROADCAST,0.000029564
64,4,TRANSPOSITION,MPI,SCATTER,0.000018358
64,4,TRANSPOSITION,MPI,BROADCAST,0.000025511
64,4,TRANSPOSITION,MPI,SCATTER,0.000017643
64,4,TRANSPOSITION,MPI,BROADCAST,0.000028610
64,4,TRANSPOSITION,MPI,SCATTER,0.000016451
64,4,TRANSPOSITION,MPI,BROADCAST,0.000026941
64,4,TRANSPOSITION,MPI,SCATTER,0.000018120
64,4,TRANSPOSITION,MPI,BROADCAST,0.000026941
128,4,SYMMETRY,MPI,REDUCE,0.000248909
128,4,TRANSPOSITION,MPI,SCATTER,0.000096321
128,4,SYMMETRY,MPI,REDUCE,0.000058651
128,4,TRANSPOSITION,MPI,SCATTER,0.000046730
128,4,SYMMETRY,MPI,REDUCE,0.000051260
128,4,TRANSPOSITION,MPI,SCATTER,0.000046730
128,4,SYMMETRY,MPI,REDUCE,0.000051260
128,4,TRANSPOSITION,MPI,SCATTER,0.000046015
128,4,SYMMETRY,MPI,REDUCE,0.000050068
128,4,TRANSPOSITION,MPI,SCATTER,0.000046253
128,4,TRANSPOSITION,MPI,SCATTER,0.000053406
128,4,TRANSPOSITION,MPI,BROADCAST,0.000087976
