Matrix Size,CPUs/Threads,Function,Implementation,Execution Time
128,96,SYMMETRY,SEQUENTIAL,0.000027429
128,96,TRANSPOSITION,SEQUENTIAL,0.000075478
128,96,SYMMETRY,SEQUENTIAL,0.000030320
128,96,TRANSPOSITION,SEQUENTIAL,0.000047486
128,96,SYMMETRY,SEQUENTIAL,0.000030238
128,96,TRANSPOSITION,SEQUENTIAL,0.000049356
128,96,SYMMETRY,SEQUENTIAL,0.000029273
128,96,TRANSPOSITION,SEQUENTIAL,0.000045821
128,96,SYMMETRY,SEQUENTIAL,0.000030220
128,96,TRANSPOSITION,SEQUENTIAL,0.000048179
128,96,TRANSPOSITION,SEQUENTIAL,0.000048783
128,96,TRANSPOSITION,SEQUENTIAL,0.000047743
128,96,TRANSPOSITION,SEQUENTIAL,0.000046376
128,96,TRANSPOSITION,SEQUENTIAL,0.000045981
128,96,TRANSPOSITION,SEQUENTIAL,0.000047777
256,96,SYMMETRY,SEQUENTIAL,0.000119116
256,96,TRANSPOSITION,SEQUENTIAL,0.000623770
256,96,SYMMETRY,SEQUENTIAL,0.000118949
256,96,TRANSPOSITION,SEQUENTIAL,0.000435084
256,96,SYMMETRY,SEQUENTIAL,0.000114735
256,96,TRANSPOSITION,SEQUENTIAL,0.000463400
256,96,SYMMETRY,SEQUENTIAL,0.000107061
256,96,TRANSPOSITION,SEQUENTIAL,0.000435784
256,96,SYMMETRY,SEQUENTIAL,0.000114616
256,96,TRANSPOSITION,SEQUENTIAL,0.000434875
256,96,TRANSPOSITION,SEQUENTIAL,0.000480793
256,96,TRANSPOSITION,SEQUENTIAL,0.000473116
256,96,TRANSPOSITION,SEQUENTIAL,0.000485484
256,96,TRANSPOSITION,SEQUENTIAL,0.000474550
256,96,TRANSPOSITION,SEQUENTIAL,0.000443254
512,96,SYMMETRY,SEQUENTIAL,0.000630662
512,96,TRANSPOSITION,SEQUENTIAL,0.003794394
512,96,SYMMETRY,SEQUENTIAL,0.000593711
512,96,TRANSPOSITION,SEQUENTIAL,0.003199041
512,96,SYMMETRY,SEQUENTIAL,0.000620417
512,96,TRANSPOSITION,SEQUENTIAL,0.003352646
512,96,SYMMETRY,SEQUENTIAL,0.000622749
512,96,TRANSPOSITION,SEQUENTIAL,0.010811843
512,96,SYMMETRY,SEQUENTIAL,0.000607230
512,96,TRANSPOSITION,SEQUENTIAL,0.009468883
512,96,TRANSPOSITION,SEQUENTIAL,0.006939474
512,96,TRANSPOSITION,SEQUENTIAL,0.003272209
512,96,TRANSPOSITION,SEQUENTIAL,0.003226697
512,96,TRANSPOSITION,SEQUENTIAL,0.003103107
512,96,TRANSPOSITION,SEQUENTIAL,0.003092472
1024,96,SYMMETRY,SEQUENTIAL,0.003814451
1024,96,TRANSPOSITION,SEQUENTIAL,0.024590317
1024,96,SYMMETRY,SEQUENTIAL,0.003787003
1024,96,TRANSPOSITION,SEQUENTIAL,0.021822043
1024,96,SYMMETRY,SEQUENTIAL,0.003802888
1024,96,TRANSPOSITION,SEQUENTIAL,0.025583629
1024,96,SYMMETRY,SEQUENTIAL,0.003828857
1024,96,TRANSPOSITION,SEQUENTIAL,0.022329591
1024,96,SYMMETRY,SEQUENTIAL,0.003827021
1024,96,TRANSPOSITION,SEQUENTIAL,0.022294506
1024,96,TRANSPOSITION,SEQUENTIAL,0.025742363
1024,96,TRANSPOSITION,SEQUENTIAL,0.024850477
1024,96,TRANSPOSITION,SEQUENTIAL,0.021912985
1024,96,TRANSPOSITION,SEQUENTIAL,0.022075463
1024,96,TRANSPOSITION,SEQUENTIAL,0.022837084
2048,96,SYMMETRY,SEQUENTIAL,0.016509388
2048,96,TRANSPOSITION,SEQUENTIAL,0.097063653
2048,96,SYMMETRY,SEQUENTIAL,0.017003693
2048,96,TRANSPOSITION,SEQUENTIAL,0.111621324
2048,96,SYMMETRY,SEQUENTIAL,0.016997423
2048,96,TRANSPOSITION,SEQUENTIAL,0.092074357
2048,96,SYMMETRY,SEQUENTIAL,0.017038260
2048,96,TRANSPOSITION,SEQUENTIAL,0.090601142
2048,96,SYMMETRY,SEQUENTIAL,0.016828086
2048,96,TRANSPOSITION,SEQUENTIAL,0.089937467
2048,96,TRANSPOSITION,SEQUENTIAL,0.088006172
2048,96,TRANSPOSITION,SEQUENTIAL,0.089277253
2048,96,TRANSPOSITION,SEQUENTIAL,0.089156758
2048,96,TRANSPOSITION,SEQUENTIAL,0.088516224
2048,96,TRANSPOSITION,SEQUENTIAL,0.090000480
4096,96,SYMMETRY,SEQUENTIAL,0.138884194
4096,96,TRANSPOSITION,SEQUENTIAL,0.416116964
4096,96,SYMMETRY,SEQUENTIAL,0.154943071
4096,96,TRANSPOSITION,SEQUENTIAL,0.464304559
4096,96,SYMMETRY,SEQUENTIAL,0.154234562
4096,96,TRANSPOSITION,SEQUENTIAL,0.463350050
4096,96,SYMMETRY,SEQUENTIAL,0.154144987
4096,96,TRANSPOSITION,SEQUENTIAL,0.478163999
4096,96,SYMMETRY,SEQUENTIAL,0.155153442
4096,96,TRANSPOSITION,SEQUENTIAL,0.514386531
4096,96,TRANSPOSITION,SEQUENTIAL,0.571765073
4096,96,TRANSPOSITION,SEQUENTIAL,0.485239174
4096,96,TRANSPOSITION,SEQUENTIAL,0.466618914
4096,96,TRANSPOSITION,SEQUENTIAL,0.608929582
4096,96,TRANSPOSITION,SEQUENTIAL,0.463373858
128,96,SYMMETRY,SEQUENTIAL,0.000030596
128,96,TRANSPOSITION,SEQUENTIAL,0.000052560
128,96,SYMMETRY,SEQUENTIAL,0.000030454
128,96,TRANSPOSITION,SEQUENTIAL,0.000048220
128,96,SYMMETRY,SEQUENTIAL,0.000028163
128,96,TRANSPOSITION,SEQUENTIAL,0.000044174
128,96,SYMMETRY,SEQUENTIAL,0.000027291
