Matrix Size,Function,Implementation,Execution Time
32,SYMMETRY,SEQUENTIAL,0.000001803
32,TRANSPOSITION,SEQUENTIAL,0.000002719
32,SYMMETRY,SEQUENTIAL,0.000001840
32,TRANSPOSITION,SEQUENTIAL,0.000002809
32,SYMMETRY,SEQUENTIAL,0.000001885
32,TRANSPOSITION,SEQUENTIAL,0.000002772
32,SYMMETRY,SEQUENTIAL,0.000001743
32,TRANSPOSITION,SEQUENTIAL,0.000002734
32,SYMMETRY,SEQUENTIAL,0.000001736
32,TRANSPOSITION,SEQUENTIAL,0.000002816
32,TRANSPOSITION,SEQUENTIAL,0.000002794
32,TRANSPOSITION,SEQUENTIAL,0.000002824
32,TRANSPOSITION,SEQUENTIAL,0.000002734
32,TRANSPOSITION,SEQUENTIAL,0.000002787
32,TRANSPOSITION,SEQUENTIAL,0.000002764
64,SYMMETRY,SEQUENTIAL,0.000006348
64,TRANSPOSITION,SEQUENTIAL,0.000010796
64,SYMMETRY,SEQUENTIAL,0.000017822
64,TRANSPOSITION,SEQUENTIAL,0.000010766
64,SYMMETRY,SEQUENTIAL,0.000006378
64,TRANSPOSITION,SEQUENTIAL,0.000010863
64,SYMMETRY,SEQUENTIAL,0.000006348
64,TRANSPOSITION,SEQUENTIAL,0.000010796
64,SYMMETRY,SEQUENTIAL,0.000006288
64,TRANSPOSITION,SEQUENTIAL,0.000010781
64,TRANSPOSITION,SEQUENTIAL,0.000010774
64,TRANSPOSITION,SEQUENTIAL,0.000010900
64,TRANSPOSITION,SEQUENTIAL,0.000010796
64,TRANSPOSITION,SEQUENTIAL,0.000010729
64,TRANSPOSITION,SEQUENTIAL,0.000010826
128,SYMMETRY,SEQUENTIAL,0.000025339
128,TRANSPOSITION,SEQUENTIAL,0.000073425
128,SYMMETRY,SEQUENTIAL,0.000025310
128,TRANSPOSITION,SEQUENTIAL,0.000043750
128,SYMMETRY,SEQUENTIAL,0.000025295
128,TRANSPOSITION,SEQUENTIAL,0.000043839
128,SYMMETRY,SEQUENTIAL,0.000025243
128,TRANSPOSITION,SEQUENTIAL,0.000043869
128,SYMMETRY,SEQUENTIAL,0.000025243
128,TRANSPOSITION,SEQUENTIAL,0.000043765
128,TRANSPOSITION,SEQUENTIAL,0.000057615
128,TRANSPOSITION,SEQUENTIAL,0.000043832
128,TRANSPOSITION,SEQUENTIAL,0.000043832
128,TRANSPOSITION,SEQUENTIAL,0.000043832
128,TRANSPOSITION,SEQUENTIAL,0.000043914
256,SYMMETRY,SEQUENTIAL,0.000099801
256,TRANSPOSITION,SEQUENTIAL,0.000514232
256,SYMMETRY,SEQUENTIAL,0.000099994
256,TRANSPOSITION,SEQUENTIAL,0.000395045
256,SYMMETRY,SEQUENTIAL,0.000099942
256,TRANSPOSITION,SEQUENTIAL,0.000385821
256,SYMMETRY,SEQUENTIAL,0.000099920
256,TRANSPOSITION,SEQUENTIAL,0.000352994
256,SYMMETRY,SEQUENTIAL,0.000099964
256,TRANSPOSITION,SEQUENTIAL,0.000366151
256,TRANSPOSITION,SEQUENTIAL,0.000400871
256,TRANSPOSITION,SEQUENTIAL,0.000366278
256,TRANSPOSITION,SEQUENTIAL,0.000397779
256,TRANSPOSITION,SEQUENTIAL,0.000384532
256,TRANSPOSITION,SEQUENTIAL,0.000374012
512,SYMMETRY,SEQUENTIAL,0.000519298
512,TRANSPOSITION,SEQUENTIAL,0.003197186
512,SYMMETRY,SEQUENTIAL,0.000504121
512,TRANSPOSITION,SEQUENTIAL,0.002694346
512,SYMMETRY,SEQUENTIAL,0.000505120
512,TRANSPOSITION,SEQUENTIAL,0.002721399
512,SYMMETRY,SEQUENTIAL,0.000503756
512,TRANSPOSITION,SEQUENTIAL,0.002720773
512,SYMMETRY,SEQUENTIAL,0.000509448
512,TRANSPOSITION,SEQUENTIAL,0.002709754
512,TRANSPOSITION,SEQUENTIAL,0.002661899
512,TRANSPOSITION,SEQUENTIAL,0.002698094
512,TRANSPOSITION,SEQUENTIAL,0.002696522
512,TRANSPOSITION,SEQUENTIAL,0.002652518
512,TRANSPOSITION,SEQUENTIAL,0.002653904
1024,SYMMETRY,SEQUENTIAL,0.003026254
1024,TRANSPOSITION,SEQUENTIAL,0.019150577
1024,SYMMETRY,SEQUENTIAL,0.003025092
1024,TRANSPOSITION,SEQUENTIAL,0.017882451
1024,SYMMETRY,SEQUENTIAL,0.003015794
1024,TRANSPOSITION,SEQUENTIAL,0.017501064
1024,SYMMETRY,SEQUENTIAL,0.003012471
1024,TRANSPOSITION,SEQUENTIAL,0.017366946
1024,SYMMETRY,SEQUENTIAL,0.003011055
1024,TRANSPOSITION,SEQUENTIAL,0.017374955
1024,TRANSPOSITION,SEQUENTIAL,0.017455563
1024,TRANSPOSITION,SEQUENTIAL,0.017494574
1024,TRANSPOSITION,SEQUENTIAL,0.017457813
1024,TRANSPOSITION,SEQUENTIAL,0.017361820
1024,TRANSPOSITION,SEQUENTIAL,0.017337240
2048,SYMMETRY,SEQUENTIAL,0.013735704
2048,TRANSPOSITION,SEQUENTIAL,0.081653528
